0.1	101656
0.1	176720
0.1	181956
0.1	189860
0.1	193684
0.1	222480
0.1	235780
0.1	331764
0.1	341348
0.10016	143560
0.10016	174532
0.10016	183432
0.10016	185032
0.10016	194928
0.10016	198176
0.10016	200384
0.10016	210224
0.10016	220108
0.10016	235812
0.10016	264484
0.10031	113816
0.10031	139552
0.10031	161764
0.10031	163116
0.10031	164760
0.10031	165436
0.10031	175804
0.10031	177316
0.10031	188620
0.10031	192708
0.10031	192776
0.10031	193280
0.10031	196412
0.10031	205452
0.10031	221464
0.10031	222584
0.10031	230252
0.10031	233488
0.10031	238576
0.10031	239080
0.10031	262640
0.10031	279576
0.10031	293668
0.1005	203104
0.1005	203244
0.1005	203548
0.1005	203748
0.1005	203800
0.1005	203880
0.1005	204688
0.10063	144328
0.10063	146140
0.10063	168556
0.10063	170756
0.10063	184768
0.10063	187176
0.10063	193512
0.10063	194212
0.10063	197884
0.10063	199044
0.10063	199152
0.10063	199620
0.10063	209012
0.10063	214644
0.10063	221300
0.10063	228360
0.10063	229068
0.10063	231336
0.10063	242908
0.10063	243076
0.10063	255500
0.10063	262072
0.10063	289660
0.10063	362504
0.10101	203180
0.10101	203388
0.10101	203500
0.10101	203776
0.10101	203992
0.10101	204592
0.10101	204644
0.10101	204668
0.10125	98384
0.10125	119340
0.10125	123804
0.10125	128972
0.10125	137688
0.10125	148648
0.10125	170932
0.10125	174764
0.10125	196184
0.10125	197376
0.10125	200512
0.10125	201344
0.10125	203328
0.10125	223104
0.10125	232136
0.10125	234652
0.10125	246996
0.10125	247996
0.10125	248044
0.10125	251680
0.10201	200616
0.10201	200764
0.10201	200988
0.10201	201004
0.10201	201096
0.10201	201272
0.10201	201328
0.10201	201408
0.10201	201656
0.10219	175760
0.10219	191456
0.10219	192992
0.10219	198900
0.10219	205924
0.10219	213096
0.10219	214040
0.10219	214764
0.10219	230356
0.10219	237344
0.10219	272500
0.1025	184060
0.1025	190216
0.1025	192852
0.1025	198152
0.1025	202708
0.1025	203492
0.1025	205160
0.1025	219220
0.1025	226092
0.1025	228884
0.1025	288320
0.10258	149020
0.10258	166184
0.10258	185528
0.10258	186012
0.10258	189608
0.10258	192236
0.10258	201588
0.10258	203304
0.10258	208556
0.10258	221784
0.10258	246172
0.10305	162824
0.10305	167596
0.10305	167864
0.10305	176288
0.10305	189616
0.10305	195640
0.10305	197508
0.10305	210196
0.10305	221452
0.10305	229784
0.10305	241572
0.10402	185424
0.10402	188060
0.10402	193868
0.10402	199572
0.10402	200368
0.10402	200652
0.10402	200684
0.10402	200728
0.10402	200732
0.10402	200732
0.10402	200756
0.10402	200872
0.10402	200872
0.10402	201072
0.10402	201440
0.10402	201444
0.10402	201592
0.10402	201656
0.10402	201892
0.10409	199928
0.10409	199992
0.10409	200060
0.10409	200072
0.10409	200080
0.10409	200380
0.10409	200408
0.10409	200496
0.10409	200520
0.10409	200628
0.10438	162864
0.10438	162920
0.10438	166108
0.10438	167048
0.10438	169372
0.10438	195236
0.10438	196564
0.10438	199052
0.10438	208720
0.10438	240212
0.10438	242308
0.10438	253672
0.105	167436
0.105	185972
0.10516	140812
0.10516	165884
0.10516	173644
0.10516	177096
0.10516	187252
0.10516	201188
0.10516	209820
0.10516	213024
0.10516	213716
0.10516	230464
0.10516	253656
0.10609	179356
0.10609	183452
0.10609	188164
0.10609	195572
0.10609	197728
0.10609	198532
0.10609	198800
0.10609	209600
0.10609	213692
0.10609	226404
0.10609	229328
0.10819	199436
0.10819	199536
0.10819	199820
0.10819	199828
0.10819	200096
0.10819	200260
0.10819	200316
0.10819	200484
0.10819	200488
0.10819	200568
0.10819	200964
0.10844	168672
0.10844	169484
0.10844	186076
0.10844	188468
0.10844	195280
0.10844	197548
0.10844	207060
0.10844	207724
0.10844	213512
0.10844	213952
0.10844	216496
0.10875	74136
0.10875	87620
0.10875	88092
0.10875	88316
0.10875	88620
0.10875	88872
0.10875	88932
0.10875	303260
0.11031	98808
0.11031	104624
0.11031	137948
0.11031	142600
0.11031	167024
0.11031	167292
0.11031	172536
0.11031	185648
0.11031	189180
0.11031	195196
0.11031	202440
0.11031	206512
0.11031	208496
0.11031	223396
0.11031	228488
0.11031	232252
0.11031	239704
0.11031	240076
0.11031	240660
0.11031	243432
0.11031	244116
0.11031	247836
0.11031	251348
0.11031	251360
0.11031	259800
0.11031	262140
0.11125	141584
0.11125	166048
0.11125	175076
0.11125	176244
0.11125	185988
0.11125	192536
0.11125	198328
0.11125	218776
0.11125	220816
0.11125	222192
0.11125	229844
0.11125	270648
0.11129	162200
