5344 0.245 1 25 10
192 0.288 1 25 10
219580 0.239 1 25 10
196 0.434 1 25 10
97264 0.323 1 25 10
8312 0.501 1 25 10
193500 0.305 1 25 10
7084 0.28 1 25 10
200 0.239 1 25 10
103656 0.311 1 25 10
207840 0.311 1 25 10
93644 0.311 1 25 10
196 0.376 1 25 10
7336 0.336 1 25 10
202892 0.265 1 25 10
6800 0.203 1 25 10
74696 0.291 1 25 10
192 0.334 1 25 10
8148 0.363 1 25 10
205868 0.472 1 25 10
200 0.295 1 25 10
235528 0.404 1 25 10
122480 0.27 1 25 10
192 0.367 1 25 10
214836 0.314 1 25 10
8568 0.312 1 25 10
9056 0.319 1 25 10
357184 0.25 1 25 10
212516 0.222 1 25 10
192 0.334 1 25 10
6920 0.367 1 25 10
77592 0.278 1 25 10
196 0.417 1 25 10
206588 0.243 1 25 10
300712 0.328 1 25 10
5568 0.334 1 25 10
196 0.325 1 25 10
227172 0.434 1 25 10
241944 0.379 1 25 10
196 0.25 1 25 10
6760 0.422 1 25 10
206124 0.401 1 25 10
71200 0.344 1 25 10
5432 0.24 1 25 10
192672 0.294 1 25 10
154336 0.358 1 25 10
6104 0.241 1 25 10
192 0.23 1 25 10
259136 0.307 1 25 10
102336 0.267 1 25 10
6452 0.12 1 25 10
196 0.238 1 25 10
242844 0.208 1 25 10
5912 0.205 1 25 10
196 0.428 1 25 10
75420 0.279 1 25 10
180180 0.402 1 25 10
4224 0.365 1 25 10
58168 0.325 1 25 10
196 0.346 1 25 10
179968 0.31 1 25 10
5356 0.33 1 25 10
82064 0.306 1 25 10
196 0.476 1 25 10
264968 0.277 1 25 10
6136 0.328 1 25 10
260440 0.421 1 25 10
196 0.287 1 25 10
77592 0.408 1 25 10
6032 0.461 1 25 10
196 0.305 1 25 10
69756 0.412 1 25 10
205608 0.374 1 25 10
108724 0.311 1 25 10
266640 0.269 1 25 10
196 0.3 1 25 10
6540 0.294 1 25 10
89304 0.346 1 25 10
9660 0.324 1 25 10
196 0.314 1 25 10
190256 0.336 1 25 10
7460 0.224 1 25 10
227636 0.29 1 25 10
114516 0.24 1 25 10
192 0.238 1 25 10
218176 0.208 1 25 10
9684 0.27 1 25 10
192 0.295 1 25 10
198756 0.23 1 25 10
9852 0.222 1 25 10
192 0.302 1 25 10
144640 0.341 1 25 10
232532 0.359 1 25 10
42968 0.319 1 25 10
200 0.272 1 25 10
5220 0.324 1 25 10
234248 0.443 1 25 10
191988 0.308 1 25 10
224868 0.308 1 25 10
8956 0.282 1 25 10
200 0.217 1 25 10
196 0.336 1 25 10
7272 0.257 1 25 10
134192 0.349 1 25 10
195640 0.321 1 25 10
7600 0.253 1 25 10
94244 0.338 1 25 10
192 0.364 1 25 10
214104 0.432 1 25 10
7140 0.429 1 25 10
222156 0.365 1 25 10
86408 0.368 1 25 10
196 0.393 1 25 10
77592 0.312 1 25 10
200 0.261 1 25 10
7204 0.294 1 25 10
192572 0.312 1 25 10
101612 0.433 1 25 10
196 0.314 1 25 10
5124 0.317 1 25 10
171512 0.433 1 25 10
94244 0.204 1 25 10
196 0.221 1 25 10
4876 0.352 1 25 10
205504 0.18 1 25 10
2700 0.283 1 25 10
183248 0.265 1 25 10
8216 0.277 1 25 10
192 0.217 1 25 10
4116 0.245 1 25 10
29084 0.253 1 25 10
192 0.208 1 25 10
194992 0.228 1 25 10
2976 0.249 1 25 10
8216 0.228 1 25 10
200 0.334 1 25 10
212984 0.202 1 25 10
203288 0.329 1 25 10
4184 0.201 1 25 10
70352 0.329 1 25 10
196 0.301 1 25 10
215920 0.306 1 25 10
4120 0.275 1 25 10
32832 0.299 1 25 10
196 0.272 1 25 10
5828 0.278 1 25 10
98588 0.245 1 25 10
196 0.323 1 25 10
200632 0.249 1 25 10
122612 0.281 1 25 10
5632 0.217 1 25 10
196 0.411 1 25 10
277516 0.281 1 25 10
122480 0.532 1 25 10
9048 0.278 1 25 10
196 0.267 1 25 10
192064 0.444 1 25 10
160260 0.317 1 25 10
192 0.234 1 25 10
6892 0.415 1 25 10
196788 0.273 1 25 10
102208 0.289 1 25 10
8284 0.235 1 25 10
196 0.232 1 25 10
216888 0.248 1 25 10
286960 0.28 1 25 10
192 0.316 1 25 10
11804 0.216 1 25 10
178820 0.316 1 25 10
196 0.379 1 25 10
7680 0.24 1 25 10
290108 0.287 1 25 10
117412 0.263 1 25 10
200 0.279 1 25 10
13280 0.371 1 25 10
184876 0.355 1 25 10
259160 0.339 1 25 10
13876 0.381 1 25 10
200 0.386 1 25 10
144200 0.347 1 25 10
259184 0.321 1 25 10
75552 0.358 1 25 10
200 0.287 1 25 10
9844 0.375 1 25 10
234720 0.384 1 25 10
10188 0.367 1 25 10
288064 0.345 1 25 10
85556 0.286 1 25 10
196 0.297 1 25 10
53832 0.238 1 25 10
8104 0.229 1 25 10
196 0.3 1 25 10
245952 0.217 1 25 10
60216 0.176 1 25 10
196 0.293 1 25 10
7364 0.252 1 25 10
282504 0.191 1 25 10
50936 0.232 1 25 10
7400 0.252 1 25 10
196 0.27 1 25 10
275960 0.232 1 25 10
269308 0.379 1 25 10
45012 0.453 1 25 10
7296 0.266 1 25 10
192 0.312 1 25 10
32112 0.3 1 25 10
6264 0.331 1 25 10
192 0.318 1 25 10
234560 0.261 1 25 10
196 0.333 1 25 10
4668 0.319 1 25 10
292860 0.305 1 25 10
30532 0.329 1 25 10
71932 0.295 1 25 10
200 0.312 1 25 10
8712 0.272 1 25 10
219640 0.351 1 25 10
51528 0.35 1 25 10
192 0.274 1 25 10
6724 0.3 1 25 10
254868 0.385 1 25 10
54556 0.379 1 25 10
192 0.292 1 25 10
9228 0.321 1 25 10
264196 0.325 1 25 10
192 0.269 1 25 10
10628 0.306 1 25 10
86280 0.33 1 25 10
280716 0.351 1 25 10
107408 0.326 1 25 10
196 0.315 1 25 10
206016 0.36 1 25 10
12304 0.344 1 25 10
9948 0.31 1 25 10
66732 0.286 1 25 10
196 0.31 1 25 10
260512 0.312 1 25 10
11836 0.296 1 25 10
119716 0.32 1 25 10
276996 0.283 1 25 10
200 0.404 1 25 10
125376 0.392 1 25 10
13140 0.325 1 25 10
194492 0.347 1 25 10
196 0.415 1 25 10
196 0.351 1 25 10
67588 0.344 1 25 10
9508 0.447 1 25 10
201736 0.294 1 25 10
172436 0.337 1 25 10
7980 0.345 1 25 10
222956 0.307 1 25 10
196 0.342 1 25 10
49488 0.214 1 25 10
196 0.335 1 25 10
6768 0.303 1 25 10
208216 0.214 1 25 10
37048 0.195 1 25 10
6256 0.392 1 25 10
192 0.308 1 25 10
195472 0.292 1 25 10
6248 0.308 1 25 10
62520 0.244 1 25 10
192 0.306 1 25 10
168232 0.287 1 25 10
6028 0.289 1 25 10
200 0.339 1 25 10
153264 0.202 1 25 10
69036 0.261 1 25 10
209364 0.349 1 25 10
7172 0.306 1 25 10
192 0.22 1 25 10
211256 0.372 1 25 10
196 0.258 1 25 10
9120 0.31 1 25 10
109584 0.296 1 25 10
182820 0.347 1 25 10
245128 0.26 1 25 10
196 0.29 1 25 10
7660 0.248 1 25 10
155196 0.262 1 25 10
192 0.364 1 25 10
10216 0.33 1 25 10
148544 0.223 1 25 10
213112 0.196 1 25 10
96552 0.205 1 25 10
196 0.392 1 25 10
4664 0.337 1 25 10
190932 0.203 1 25 10
91348 0.157 1 25 10
5836 0.365 1 25 10
192 0.314 1 25 10
226028 0.212 1 25 10
131304 0.345 1 25 10
6120 0.393 1 25 10
192 0.316 1 25 10
151052 0.256 1 25 10
81212 0.209 1 25 10
4036 0.314 1 25 10
196 0.418 1 25 10
202676 0.186 1 25 10
3576 0.299 1 25 10
192 0.352 1 25 10
218692 0.221 1 25 10
29940 0.254 1 25 10
57320 0.302 1 25 10
4260 0.401 1 25 10
192 0.272 1 25 10
230424 0.284 1 25 10
66144 0.212 1 25 10
4792 0.335 1 25 10
220824 0.189 1 25 10
472 0.237 2 12 30
187916 0.301 2 12 30
196 0.232 2 12 30
3880 0.292 2 12 30
58348 0.312 2 12 30
241948 0.331 2 12 30
196 0.213 2 12 30
118256 0.254 2 12 30
7336 0.225 2 12 30
186008 0.311 2 12 30
5628 0.23 2 12 30
92796 0.215 2 12 30
196 0.283 2 12 30
185252 0.239 2 12 30
92920 0.332 2 12 30
6656 0.194 2 12 30
196 0.268 2 12 30
230660 0.383 2 12 30
166644 0.288 2 12 30
8716 0.282 2 12 30
196 0.307 2 12 30
211108 0.255 2 12 30
66128 0.285 2 12 30
7520 0.33 2 12 30
196 0.293 2 12 30
260560 0.325 2 12 30
10384 0.277 2 12 30
196 0.379 2 12 30
275248 0.275 2 12 30
235752 0.311 2 12 30
10568 0.404 2 12 30
200 0.224 2 12 30
237720 0.249 2 12 30
214456 0.328 2 12 30
194516 0.346 2 12 30
3724 0.424 2 12 30
196 0.279 2 12 30
42960 0.286 2 12 30
194484 0.36 2 12 30
4184 0.228 2 12 30
192 0.439 2 12 30
24740 0.279 2 12 30
180652 0.28 2 12 30
17620 0.257 2 12 30
4212 0.216 2 12 30
200 0.361 2 12 30
172340 0.321 2 12 30
9536 0.354 2 12 30
196 0.293 2 12 30
3880 0.242 2 12 30
174988 0.304 2 12 30
61784 0.302 2 12 30
3860 0.369 2 12 30
196 0.312 2 12 30
167416 0.265 2 12 30
36324 0.258 2 12 30
196 0.366 2 12 30
5200 0.275 2 12 30
213528 0.307 2 12 30
5312 0.269 2 12 30
2744 0.266 2 12 30
196 0.244 2 12 30
200176 0.296 2 12 30
41392 0.33 2 12 30
5088 0.349 2 12 30
192 0.286 2 12 30
187328 0.285 2 12 30
20516 0.357 2 12 30
4252 0.278 2 12 30
192 0.295 2 12 30
217412 0.401 2 12 30
21844 0.342 2 12 30
3884 0.297 2 12 30
196 0.245 2 12 30
212504 0.377 2 12 30
16896 0.362 2 12 30
196 0.194 2 12 30
3808 0.263 2 12 30
202472 0.383 2 12 30
58768 0.383 2 12 30
4052 0.258 2 12 30
192 0.207 2 12 30
180848 0.327 2 12 30
3428 0.217 2 12 30
196 0.244 2 12 30
39340 0.252 2 12 30
191324 0.298 2 12 30
79764 0.359 2 12 30
4688 0.207 2 12 30
192 0.326 2 12 30
189208 0.359 2 12 30
75540 0.356 2 12 30
4416 0.253 2 12 30
196 0.36 2 12 30
200416 0.345 2 12 30
50200 0.323 2 12 30
120216 0.434 2 12 30
5232 0.28 2 12 30
196 0.285 2 12 30
117412 0.325 2 12 30
5968 0.333 2 12 30
196 0.237 2 12 30
191872 0.305 2 12 30
196 0.264 2 12 30
4916 0.354 2 12 30
104504 0.337 2 12 30
239956 0.262 2 12 30
196 0.367 2 12 30
4144 0.228 2 12 30
10984 0.212 2 12 30
221672 0.246 2 12 30
7012 0.248 2 12 30
196 0.319 2 12 30
111020 0.322 2 12 30
258068 0.286 2 12 30
4104 0.278 2 12 30
229108 0.299 2 12 30
54424 0.299 2 12 30
45136 0.299 2 12 30
4612 0.369 2 12 30
192 0.312 2 12 30
192 0.286 2 12 30
282476 0.692 2 12 30
30532 0.692 2 12 30
192 0.426 2 12 30
4504 0.303 2 12 30
279908 0.609 2 12 30
33552 0.539 2 12 30
5200 0.286 2 12 30
196 0.458 2 12 30
225372 0.517 2 12 30
58768 0.488 2 12 30
196 0.392 2 12 30
7980 0.312 2 12 30
183268 0.473 2 12 30
113916 0.286 2 12 30
6124 0.422 2 12 30
196 0.26 2 12 30
223668 0.299 2 12 30
92072 0.262 2 12 30
5716 0.395 2 12 30
192 0.399 2 12 30
216936 0.131 2 12 30
150116 0.22 2 12 30
6376 0.293 2 12 30
192 0.313 2 12 30
203092 0.368 2 12 30
110172 0.247 2 12 30
192 0.4 2 12 30
6508 0.304 2 12 30
116812 0.311 2 12 30
218724 0.201 2 12 30
251404 0.317 2 12 30
196 0.508 2 12 30
5968 0.407 2 12 30
196 0.378 2 12 30
7444 0.33 2 12 30
177504 0.664 2 12 30
227044 0.608 2 12 30
8440 0.595 2 12 30
192 0.345 2 12 30
211656 0.401 2 12 30
177148 0.374 2 12 30
9980 0.477 2 12 30
299864 0.369 2 12 30
196 0.353 2 12 30
132152 0.325 2 12 30
305780 0.19 2 12 30
231096 0.27 2 12 30
7872 0.299 2 12 30
200 0.294 2 12 30
196 0.297 2 12 30
6888 0.304 2 12 30
67456 0.266 2 12 30
201708 0.234 2 12 30
10076 0.351 2 12 30
200 0.333 2 12 30
411484 0.302 2 12 30
207556 0.295 2 12 30
7816 0.327 2 12 30
192 0.272 2 12 30
79040 0.401 2 12 30
192848 0.421 2 12 30
66856 0.286 2 12 30
7196 0.312 2 12 30
200 0.22 2 12 30
36324 0.336 2 12 30
196 0.358 2 12 30
6588 0.353 2 12 30
241444 0.318 2 12 30
73372 0.237 2 12 30
196 0.256 2 12 30
6292 0.231 2 12 30
189704 0.243 2 12 30
124652 0.255 2 12 30
192 0.262 2 12 30
8240 0.198 2 12 30
214788 0.225 2 12 30
68304 0.287 2 12 30
196 0.277 2 12 30
5996 0.288 2 12 30
148084 0.344 2 12 30
60216 0.297 2 12 30
160232 0.285 2 12 30
196 0.268 2 12 30
3868 0.205 2 12 30
3768 0.232 2 12 30
196 0.303 2 12 30
42240 0.263 2 12 30
192 0.354 2 12 30
157280 0.336 2 12 30
3616 0.279 2 12 30
29084 0.343 2 12 30
172432 0.343 2 12 30
196 0.327 2 12 30
3004 0.325 2 12 30
54548 0.405 2 12 30
183476 0.405 2 12 30
196 0.224 2 12 30
4116 0.335 2 12 30
42116 0.405 2 12 30
189896 0.406 2 12 30
4036 0.337 2 12 30
196 0.287 2 12 30
50204 0.356 2 12 30
210972 0.328 2 12 30
192 0.347 2 12 30
5004 0.275 2 12 30
70352 0.333 2 12 30
228208 0.367 2 12 30
153016 0.369 2 12 30
259176 0.309 2 12 30
192 0.237 2 12 30
4684 0.315 2 12 30
7828 0.279 2 12 30
196 0.293 2 12 30
257872 0.254 2 12 30
230472 0.269 2 12 30
239896 0.363 2 12 30
9532 0.362 2 12 30
192 0.235 2 12 30
213388 0.402 2 12 30
84108 0.247 2 12 30
200 0.299 2 12 30
8172 0.305 2 12 30
155352 0.225 2 12 30
79164 0.361 2 12 30
7448 0.311 2 12 30
192 0.256 2 12 30
189360 0.401 2 12 30
149992 0.26 2 12 30
7688 0.208 2 12 30
196 0.321 2 12 30
142380 0.266 2 12 30
5712 0.278 2 12 30
192 0.5 2 12 30
64688 0.254 2 12 30
234680 0.227 2 12 30
7620 0.256 2 12 30
196 0.293 2 12 30
243520 0.37 2 12 30
196 0.44 2 12 30
10528 0.709 2 12 30
163152 0.476 2 12 30
10420 0.399 2 12 30
196 0.391 2 12 30
161576 0.433 2 12 30
142800 0.453 2 12 30
196 0.375 2 12 30
257996 0.507 2 12 30
10132 0.282 2 12 30
227568 0.416 2 12 30
196 0.287 2 12 30
10984 0.399 2 12 30
3660 0.448 2 12 30
242476 0.394 2 12 30
189868 0.397 2 12 30
196 0.27 2 12 30
105232 0.448 2 12 30
7940 0.375 2 12 30
191992 0.474 2 12 30
56596 0.474 2 12 30
196 0.307 2 12 30
5716 0.346 2 12 30
206008 0.44 2 12 30
35728 0.4 2 12 30
196 0.238 2 12 30
4052 0.27 2 12 30
211116 0.343 2 12 30
40668 0.369 2 12 30
196 0.351 2 12 30
4040 0.27 2 12 30
192848 0.332 2 12 30
39348 0.358 2 12 30
192 0.408 2 12 30
4228 0.321 2 12 30
166088 0.356 2 12 30
4516 0.238 2 12 30
31256 0.385 2 12 30
196 0.386 2 12 30
179312 0.331 2 12 30
35004 0.4 2 12 30
196 0.426 2 12 30
5080 0.261 2 12 30
190184 0.342 2 12 30
40668 0.348 2 12 30
196 0.263 2 12 30
4764 0.364 2 12 30
209836 0.402 2 12 30
41520 0.316 2 12 30
196 0.248 2 12 30
5836 0.436 2 12 30
212804 0.368 2 12 30
84108 0.251 2 12 30
196 0.304 2 12 30
208628 0.337 2 12 30
6492 0.422 2 12 30
7408 0.414 2 12 30
74824 0.399 2 12 30
196 0.355 2 12 30
228104 0.422 2 12 30
6880 0.325 2 12 30
73248 0.437 2 12 30
232444 0.429 2 12 30
200 0.275 2 12 30
9256 0.295 2 12 30
157360 0.329 2 12 30
174280 0.28 2 12 30
200 0.392 2 12 30
9984 0.278 2 12 30
118860 0.392 2 12 30
155984 0.411 2 12 30
196 0.344 2 12 30
10548 0.288 2 12 30
196 0.258 2 12 30
7860 0.28 2 12 30
196 0.299 2 12 30
196 0.305 2 12 30
5540 0.35 2 12 30
229208 0.422 2 12 30
10264 0.42 2 12 30
196 0.404 2 12 30
196 0.391 2 12 30
9876 0.263 2 12 30
8712 0.353 2 12 30
192 0.281 2 12 30
196 0.308 2 12 30
5916 0.332 2 12 30
192 0.379 2 12 30
6308 0.373 2 12 30
196 0.341 2 12 30
5240 0.354 2 12 30
6820 0.331 2 12 30
196 0.35 2 12 30
6400 0.345 2 12 30
196 0.266 2 12 30
196 0.383 2 12 30
4228 0.399 2 12 30
5812 0.336 2 12 30
196 0.364 2 12 30
196 0.353 2 12 30
4756 0.308 2 12 30
204824 0.244 2 12 30
206336 0.428 2 12 30
196 0.34 2 12 30
6132 0.234 2 12 30
192 0.263 2 12 30
6328 0.34 2 12 30
200 0.37 2 12 30
5868 0.36 2 12 30
196 0.265 2 12 30
8088 0.313 2 12 30
5452 0.27 2 12 30
192 0.341 2 12 30
196 0.333 2 12 30
5916 0.264 2 12 30
170764 0.434 2 12 30
10732 0.312 2 12 30
196 0.344 2 12 30
7104 0.236 2 12 30
42116 0.42 2 12 30
196 0.419 2 12 30
6860 0.338 2 12 30
82792 0.293 2 12 30
181936 0.233 3 18 60
476 0.373 3 18 60
9840 0.283 3 18 60
2956 0.246 3 18 60
196 0.326 3 18 60
200268 0.298 3 18 60
3496 0.35 3 18 60
196 0.256 3 18 60
316800 0.265 3 18 60
16172 0.263 3 18 60
96416 0.317 3 18 60
7168 0.354 3 18 60
200 0.419 3 18 60
187152 0.317 3 18 60
196 0.352 3 18 60
63232 0.45 3 18 60
7040 0.27 3 18 60
184276 0.426 3 18 60
78316 0.29 3 18 60
5644 0.377 3 18 60
196 0.395 3 18 60
233404 0.325 3 18 60
7940 0.363 3 18 60
192 0.293 3 18 60
88572 0.36 3 18 60
204836 0.363 3 18 60
6616 0.343 3 18 60
196 0.321 3 18 60
191224 0.387 3 18 60
56596 0.387 3 18 60
7552 0.348 3 18 60
192 0.295 3 18 60
69748 0.337 3 18 60
202064 0.481 3 18 60
7644 0.311 3 18 60
243452 0.686 3 18 60
196 0.277 3 18 60
52976 0.476 3 18 60
11304 0.263 3 18 60
206588 0.46 3 18 60
192 0.336 3 18 60
210200 0.361 3 18 60
8532 0.303 3 18 60
91348 0.301 3 18 60
192 0.375 3 18 60
205604 0.271 3 18 60
189236 0.356 3 18 60
8052 0.322 3 18 60
102332 0.244 3 18 60
192 0.249 3 18 60
7336 0.327 3 18 60
217328 0.423 3 18 60
196 0.219 3 18 60
185548 0.36 3 18 60
5340 0.231 3 18 60
9656 0.32 3 18 60
196 0.39 3 18 60
156104 0.318 3 18 60
192 0.328 3 18 60
8224 0.204 3 18 60
203508 0.105 3 18 60
200 0.248 3 18 60
261608 0.325 3 18 60
11000 0.328 3 18 60
273504 0.28 3 18 60
273076 0.226 3 18 60
13084 0.273 3 18 60
196 0.236 3 18 60
267428 0.303 3 18 60
13408 0.287 3 18 60
175452 0.266 3 18 60
192 0.316 3 18 60
169704 0.266 3 18 60
86280 0.299 3 18 60
196 0.437 3 18 60
6480 0.233 3 18 60
189672 0.338 3 18 60
69748 0.445 3 18 60
6640 0.362 3 18 60
196 0.348 3 18 60
211492 0.496 3 18 60
8124 0.45 3 18 60
87728 0.375 3 18 60
200 0.3 3 18 60
221516 0.321 3 18 60
9136 0.343 3 18 60
168212 0.332 3 18 60
196 0.306 3 18 60
190384 0.287 3 18 60
192 0.32 3 18 60
6068 0.375 3 18 60
94244 0.421 3 18 60
189040 0.402 3 18 60
6700 0.273 3 18 60
66852 0.417 3 18 60
185808 0.361 3 18 60
196 0.281 3 18 60
6556 0.291 3 18 60
189212 0.284 3 18 60
173704 0.321 3 18 60
192 0.316 3 18 60
5612 0.257 3 18 60
96416 0.331 3 18 60
198400 0.315 3 18 60
192 0.276 3 18 60
4020 0.327 3 18 60
196 0.392 3 18 60
62508 0.381 3 18 60
248968 0.375 3 18 60
211364 0.371 3 18 60
5180 0.416 3 18 60
196 0.48 3 18 60
47908 0.424 3 18 60
4900 0.439 3 18 60
192 0.317 3 18 60
42964 0.388 3 18 60
191228 0.339 3 18 60
2760 0.419 3 18 60
46460 0.307 3 18 60
192 0.27 3 18 60
167860 0.342 3 18 60
3700 0.323 3 18 60
66132 0.335 3 18 60
196 0.412 3 18 60
343072 0.332 3 18 60
81936 0.207 3 18 60
7420 0.468 3 18 60
196 0.239 3 18 60
270780 0.193 3 18 60
137808 0.26 3 18 60
9492 0.366 3 18 60
196 0.292 3 18 60
296796 0.257 3 18 60
127548 0.415 3 18 60
10732 0.323 3 18 60
196 0.412 3 18 60
296812 0.316 3 18 60
130568 0.323 3 18 60
12128 0.321 3 18 60
192 0.37 3 18 60
292124 0.355 3 18 60
12008 0.337 3 18 60
196 0.66 3 18 60
115240 0.316 3 18 60
175980 0.352 3 18 60
7924 0.343 3 18 60
104504 0.427 3 18 60
192 0.374 3 18 60
8312 0.511 3 18 60
192 0.272 3 18 60
159404 0.336 3 18 60
152064 0.369 3 18 60
5624 0.433 3 18 60
45860 0.373 3 18 60
176836 0.396 3 18 60
196 0.304 3 18 60
78440 0.325 3 18 60
196 0.288 3 18 60
7408 0.282 3 18 60
186848 0.327 3 18 60
220948 0.367 3 18 60
7036 0.267 3 18 60
196 0.36 3 18 60
194188 0.34 3 18 60
132016 0.308 3 18 60
7572 0.328 3 18 60
196 0.246 3 18 60
197156 0.352 3 18 60
92796 0.202 3 18 60
192 0.274 3 18 60
6736 0.373 3 18 60
194296 0.191 3 18 60
29208 0.256 3 18 60
5344 0.258 3 18 60
192 0.318 3 18 60
214652 0.294 3 18 60
7340 0.217 3 18 60
76868 0.388 3 18 60
219372 0.393 3 18 60
196 0.333 3 18 60
7748 0.34 3 18 60
130568 0.376 3 18 60
219020 0.405 3 18 60
200 0.359 3 18 60
198940 0.413 3 18 60
196 0.297 3 18 60
5628 0.308 3 18 60
55148 0.385 3 18 60
42964 0.245 3 18 60
200 0.255 3 18 60
5888 0.349 3 18 60
176668 0.248 3 18 60
5976 0.243 3 18 60
90624 0.265 3 18 60
200 0.32 3 18 60
191896 0.374 3 18 60
6520 0.251 3 18 60
84232 0.433 3 18 60
196 0.364 3 18 60
222908 0.368 3 18 60
84108 0.227 3 18 60
192 0.346 3 18 60
4292 0.361 3 18 60
227164 0.341 3 18 60
53824 0.344 3 18 60
4020 0.388 3 18 60
192 0.386 3 18 60
228480 0.283 3 18 60
192 0.324 3 18 60
3460 0.362 3 18 60
37772 0.277 3 18 60
211768 0.251 3 18 60
41516 0.269 3 18 60
243824 0.315 3 18 60
196 0.327 3 18 60
3516 0.339 3 18 60
3892 0.337 3 18 60
44288 0.301 3 18 60
194496 0.277 3 18 60
192 0.395 3 18 60
82060 0.319 3 18 60
227780 0.375 3 18 60
4260 0.295 3 18 60
192 0.308 3 18 60
4796 0.329 3 18 60
196 0.258 3 18 60
213844 0.155 3 18 60
196 0.366 3 18 60
5480 0.339 3 18 60
60340 0.36 3 18 60
225200 0.429 3 18 60
91476 0.34 3 18 60
7096 0.28 3 18 60
200 0.363 3 18 60
187976 0.342 3 18 60
7392 0.417 3 18 60
106552 0.23 3 18 60
196 0.234 3 18 60
213392 0.206 3 18 60
74096 0.376 3 18 60
5452 0.331 3 18 60
200 0.309 3 18 60
201772 0.283 3 18 60
6388 0.268 3 18 60
62388 0.289 3 18 60
196 0.315 3 18 60
228680 0.244 3 18 60
9980 0.318 3 18 60
126228 0.231 3 18 60
196 0.272 3 18 60
196968 0.276 3 18 60
196 0.313 3 18 60
9132 0.345 3 18 60
76868 0.341 3 18 60
263304 0.344 3 18 60
11588 0.332 3 18 60
153740 0.335 3 18 60
192 0.395 3 18 60
246156 0.334 3 18 60
217524 0.397 3 18 60
12824 0.269 3 18 60
122480 0.41 3 18 60
196 0.339 3 18 60
87132 0.284 3 18 60
6112 0.415 3 18 60
200 0.249 3 18 60
191880 0.309 3 18 60
178228 0.274 3 18 60
7764 0.32 3 18 60
192 0.395 3 18 60
185144 0.274 3 18 60
4608 0.325 3 18 60
196 0.352 3 18 60
215092 0.419 3 18 60
46588 0.488 3 18 60
52252 0.382 3 18 60
6052 0.434 3 18 60
196 0.308 3 18 60
199696 0.328 3 18 60
28488 0.329 3 18 60
192 0.393 3 18 60
3848 0.324 3 18 60
231704 0.282 3 18 60
4240 0.353 3 18 60
45012 0.152 3 18 60
192 0.404 3 18 60
204728 0.152 3 18 60
4028 0.321 3 18 60
192 0.262 3 18 60
190704 0.887 3 18 60
25464 0.593 3 18 60
