0.247 0.1 0 1 0 1 1
0.232 0.135 0 1 0 1 1
0.224 0.135 0 1 0 1 1
0.272 0.165 0 1 0 1 1
0.321 0.165 0 1 0 1 1
0.272 0.183 0 1 0 1 1
0.255 0.183 0 1 0 1 1
0.294 0.173 0 1 0 1 1
0.284 0.173 0 1 0 1 1
0.302 0.168 0 1 0 1 1
0.316 0.153 0 1 0 1 1
0.349 0.153 0 1 0 1 1
0.335 0.148 0 1 0 1 1
0.263 0.148 0 1 0 1 1
0.277 0.108 0 1 0 1 1
0.265 0.108 0 1 0 1 1
0.264 0.104 0 1 0 1 1
0.3 0.104 0 1 0 1 1
0.299 0.114 0 1 0 1 1
0.227 0.114 0 1 0 1 1
0.226 0.119 0 1 0 1 1
0.413 0.119 0 1 0 1 1
0.394 0.119 0 1 0 1 1
0.296 0.119 0 1 0 1 1
0.353 0.154 0 1 0 1 1
0.371 0.154 0 1 0 1 1
0.311 0.169 0 1 0 1 1
0.321 0.169 0 1 0 1 1
0.338 0.194 0 1 0 1 1
0.333 0.194 0 1 0 1 1
0.299 0.194 0 1 0 1 1
0.284 0.194 0 1 0 1 1
0.39 0.194 0 1 0 1 1
0.32 0.194 0 1 0 1 1
0.313 0.197 0 1 0 1 1
0.3 0.197 0 1 0 1 1
0.331 0.157 0 1 0 1 1
0.39 0.157 0 1 0 1 1
0.309 0.157 0 1 0 1 1
0.298 0.157 0 1 0 1 1
0.231 0.132 0 1 0 1 1
0.232 0.132 0 1 0 1 1
0.38 0.122 0 1 0 1 1
0.323 0.111 0 1 0 1 1
0.372 0.111 0 1 0 1 1
0.395 0.131 0 1 0 1 1
0.321 0.131 0 1 0 1 1
0.31 0.166 0 1 0 1 1
0.278 0.166 0 1 0 1 1
0.252 0.186 0 1 0 1 1
0.276 0.186 0 1 0 1 1
0.322 0.193 0 1 0 1 1
0.326 0.193 0 1 0 1 1
0.283 0.158 0 1 0 1 1
0.312 0.158 0 1 0 1 1
0.398 0.143 0 1 0 1 1
0.341 0.143 0 1 0 1 1
0.331 0.118 0 1 0 1 1
0.326 0.118 0 1 0 1 1
0.24 0.118 0 1 0 1 1
0.245 0.118 0 1 0 1 1
0.228 0.109 0 1 0 1 1
0.267 0.109 0 1 0 1 1
0.301 0.144 0 1 0 1 1
0.275 0.144 0 1 0 1 1
0.268 0.164 0 1 0 1 1
0.376 0.164 0 1 0 1 1
0.361 0.174 0 1 0 1 1
0.258 0.174 0 1 0 1 1
0.244 0.199 0 1 0 1 1
0.284 0.199 0 1 0 1 1
0.348 0.199 0 1 0 1 1
0.337 0.199 0 1 0 1 1
0.36 0.159 0 1 0 1 1
0.331 0.159 0 1 0 1 1
0.277 0.129 0 1 0 1 1
0.236 0.129 0 1 0 1 1
0.242 0.124 0 1 0 1 1
0.305 0.124 0 1 0 1 1
0.331 0.112 0 1 0 1 1
0.307 0.112 0 1 0 1 1
0.301 0.132 0 1 0 1 1
0.328 0.132 0 1 0 1 1
0.34 0.162 0 1 0 1 1
0.313 0.162 0 1 0 1 1
0.323 0.167 0 1 0 1 1
0.318 0.167 0 1 0 1 1
0.31 0.182 0 1 0 1 1
0.351 0.182 0 1 0 1 1
0.388 0.182 0 1 0 1 1
0.332 0.182 0 1 0 1 1
0.292 0.197 0 1 0 1 1
0.284 0.197 0 1 0 1 1
0.288 0.199 0 1 0 1 1
0.286 0.194 0 1 0 1 1
0.299 0.194 0 1 0 1 1
0.3 0.179 0 1 0 1 1
0.279 0.174 0 1 0 1 1
0.276 0.174 0 1 0 1 1
0.276 0.159 0 1 0 1 1
0.279 0.159 0 1 0 1 1
0.316 0.129 0 1 0 1 1
0.274 0.129 0 1 0 1 1
0.289 0.104 0 1 0 1 1
0.319 0.104 0 1 0 1 1
0.276 0.102 0 1 0 1 1
0.286 0.1 0 1 0 1 1
0.261 0.14 0 1 0 1 1
0.242 0.14 0 1 0 1 1
0.262 0.165 0 1 0 1 1
0.305 0.165 0 1 0 1 1
0.294 0.17 0 1 0 1 1
0.293 0.17 0 1 0 1 1
0.336 0.185 0 1 0 1 1
0.316 0.155 0 1 0 1 1
0.283 0.155 0 1 0 1 1
0.318 0.155 0 1 0 1 1
0.309 0.14 0 1 0 1 1
0.321 0.14 0 1 0 1 1
0.287 0.135 0 1 0 1 1
0.292 0.135 0 1 0 1 1
0.308 0.135 0 1 0 1 1
0.304 0.135 0 1 0 1 1
0.305 0.12 0 1 0 1 1
0.318 0.12 0 1 0 1 1
0.303 0.11 0 1 0 1 1
0.265 0.11 0 1 0 1 1
0.284 0.145 0 1 0 1 1
0.308 0.145 0 1 0 1 1
0.331 0.17 0 1 0 1 1
0.322 0.185 0 1 0 1 1
0.34 0.185 0 1 0 1 1
0.252 0.145 0 1 0 1 1
0.3 0.145 0 1 0 1 1
0.286 0.105 0 1 0 1 1
0.317 0.105 0 1 0 1 1
0.395 0.103 0 1 0 1 1
0.486 0.103 0 1 0 1 1
0.467 0.138 0 1 0 1 1
0.404 0.138 0 1 0 1 1
0.348 0.143 0 1 0 1 1
0.303 0.143 0 1 0 1 1
0.249 0.143 0 1 0 1 1
0.372 0.143 0 1 0 1 1
0.426 0.153 0 1 0 1 1
0.423 0.153 0 1 0 1 1
0.45 0.183 0 1 0 1 1
0.304 0.183 0 1 0 1 1
0.297 0.191 0 1 0 1 1
0.305 0.191 0 1 0 1 1
0.324 0.181 0 1 0 1 1
0.291 0.181 0 1 0 1 1
0.333 0.181 0 1 0 1 1
0.275 0.181 0 1 0 1 1
0.257 0.146 0 1 0 1 1
0.27 0.146 0 1 0 1 1
0.251 0.111 0 1 0 1 1
0.277 0.111 0 1 0 1 1
0.303 0.106 0 1 0 1 1
0.355 0.106 0 1 0 1 1
0.353 0.106 0 1 0 1 1
0.331 0.106 0 1 0 1 1
0.325 0.116 0 1 0 1 1
0.34 0.116 0 1 0 1 1
0.284 0.151 0 1 0 1 1
0.332 0.151 0 1 0 1 1
0.264 0.176 0 1 0 1 1
0.343 0.176 0 1 0 1 1
0.237 0.186 0 1 0 1 1
0.314 0.186 0 1 0 1 1
0.341 0.193 0 1 0 1 1
0.426 0.193 0 1 0 1 1
0.424 0.173 0 1 0 1 1
0.388 0.173 0 1 0 1 1
0.419 0.138 0 1 0 1 1
0.382 0.138 0 1 0 1 1
0.371 0.108 0 1 0 1 1
0.344 0.108 0 1 0 1 1
0.338 0.108 0 1 0 1 1
0.368 0.104 0 1 0 1 1
0.344 0.104 0 1 0 1 1
0.345 0.124 0 1 0 1 1
0.373 0.124 0 1 0 1 1
0.337 0.154 0 1 0 1 1
0.316 0.154 0 1 0 1 1
0.38 0.154 0 1 0 1 1
0.371 0.154 0 1 0 1 1
0.309 0.189 0 1 0 1 1
0.371 0.189 0 1 0 1 1
0.354 0.199 0 1 0 1 1
0.273 0.199 0 1 0 1 1
0.353 0.199 0 1 0 1 1
0.363 0.199 0 1 0 1 1
0.334 0.169 0 1 0 1 1
0.389 0.169 0 1 0 1 1
0.307 0.144 0 1 0 1 1
0.341 0.144 0 1 0 1 1
0.367 0.134 0 1 0 1 1
0.336 0.134 0 1 0 1 1
0.348 0.117 0 1 0 1 1
0.333 0.117 0 1 0 1 1
0.36 0.132 0 1 0 1 1
0.336 0.132 0 1 0 1 1
0.294 0.147 0 1 0 1 1
0.34 0.147 0 1 0 1 1
0.289 0.147 0 1 0 1 1
0.37 0.147 0 1 0 1 1
0.268 0.172 0 1 0 1 1
0.303 0.172 0 1 0 1 1
0.323 0.177 0 1 0 1 1
0.333 0.177 0 1 0 1 1
0.371 0.187 0 1 0 1 1
0.284 0.1 0 1 0 1 1
0.309 0.115 0 1 0 1 1
0.298 0.115 0 1 0 1 1
0.364 0.135 0 1 0 1 1
0.361 0.135 0 1 0 1 1
0.361 0.145 0 1 0 1 1
0.347 0.145 0 1 0 1 1
0.348 0.165 0 1 0 1 1
0.391 0.165 0 1 0 1 1
0.422 0.185 0 1 0 1 1
0.325 0.185 0 1 0 1 1
0.303 0.185 0 1 0 1 1
0.339 0.185 0 1 0 1 1
0.283 0.195 0 1 0 1 1
0.304 0.195 0 1 0 1 1
0.272 0.2 0 1 0 1 1
0.257 0.2 0 1 0 1 1
0.273 0.2 0 1 0 1 1
0.279 0.2 0 1 0 1 1
0.395 0.165 0 1 0 1 1
0.417 0.165 0 1 0 1 1
0.324 0.16 0 1 0 1 1
0.347 0.16 0 1 0 1 1
0.353 0.16 0 1 0 1 1
0.304 0.145 0 1 0 1 1
0.306 0.145 0 1 0 1 1
0.325 0.105 0 1 0 1 1
0.402 0.105 0 1 0 1 1
0.42 0.103 0 1 0 1 1
0.346 0.103 0 1 0 1 1
0.318 0.118 0 1 0 1 1
0.355 0.118 0 1 0 1 1
0.264 0.153 0 1 0 1 1
0.322 0.153 0 1 0 1 1
0.343 0.158 0 1 0 1 1
0.345 0.158 0 1 0 1 1
0.446 0.188 0 1 0 1 1
0.407 0.188 0 1 0 1 1
0.362 0.188 0 1 0 1 1
0.327 0.194 0 1 0 1 1
0.312 0.194 0 1 0 1 1
0.334 0.179 0 1 0 1 1
0.293 0.179 0 1 0 1 1
0.245 0.174 0 1 0 1 1
0.304 0.174 0 1 0 1 1
0.361 0.174 0 1 0 1 1
0.364 0.174 0 1 0 1 1
0.326 0.144 0 1 0 1 1
0.253 0.144 0 1 0 1 1
0.345 0.139 0 1 0 1 1
0.33 0.139 0 1 0 1 1
0.355 0.104 0 1 0 1 1
0.327 0.104 0 1 0 1 1
0.296 0.102 0 1 0 1 1
0.32 0.102 0 1 0 1 1
0.322 0.117 0 1 0 1 1
0.337 0.117 0 1 0 1 1
0.278 0.137 0 1 0 1 1
0.354 0.157 0 1 0 1 1
0.338 0.157 0 1 0 1 1
0.287 0.157 0 1 0 1 1
0.287 0.157 0 1 0 1 1
0.277 0.182 0 1 0 1 1
0.309 0.182 0 1 0 1 1
0.331 0.191 0 1 0 1 1
0.352 0.191 0 1 0 1 1
0.359 0.166 0 1 0 1 1
0.288 0.166 0 1 0 1 1
0.371 0.136 0 1 0 1 1
0.397 0.136 0 1 0 1 1
0.322 0.101 0 1 0 1 1
0.295 0.101 0 1 0 1 1
0.292 0.1 0 1 0 1 1
0.532 0.1 0 1 0 1 1
0.371 0.14 0 1 0 1 1
0.306 0.14 0 1 0 1 1
0.324 0.155 0 1 0 1 1
0.336 0.155 0 1 0 1 1
0.304 0.16 0 1 0 1 1
0.338 0.18 0 1 0 1 1
0.348 0.18 0 1 0 1 1
0.381 0.145 0 1 0 1 1
0.349 0.135 0 1 0 1 1
0.446 0.135 0 1 0 1 1
0.406 0.105 0 1 0 1 1
0.326 0.105 0 1 0 1 1
0.325 0.103 0 1 0 1 1
0.308 0.103 0 1 0 1 1
0.43 0.143 0 1 0 1 1
0.434 0.143 0 1 0 1 1
0.377 0.168 0 1 0 1 1
0.32 0.168 0 1 0 1 1
0.335 0.173 0 1 0 1 1
0.377 0.173 0 1 0 1 1
0.383 0.183 0 1 0 1 1
0.348 0.183 0 1 0 1 1
0.353 0.191 0 1 0 1 1
