0.003 0.025 8.444 0.048 0.009 0.362 1.475 0.308 1.864 0
0.003 0.024 6.479 0.034 0.009 0.026 1.38 0.228 1.612 0
0.009 0.023 6.065 0.024 0.008 0.259 1.653 0.088 0.321 0
0.005 0.03 4.617 0.023 0.009 0.021 2.194 0.059 1.115 0
0.004 0.023 5.339 0.02 0.008 0.379 2.102 0.05 2.306 0
0.002 0.022 4.358 0.026 0.016 0.54 2.17 0.329 1.309 0
0.002 0.022 3.454 0.025 0.009 0.037 2.02 0.098 0.249 0
0.002 0.023 2.151 0.006 0.009 0.033 1.369 0.253 0.039 0
0.005 0.023 3.03 0.01 0.009 0.08 2.068 0.042 0.11 0
0.01 0.033 1.047 0.006 0.009 0.021 0.554 0.447 0.064 0
0.006 0.022 3.55 0.023 0.009 0.107 2.321 0.3 1.26 0
0.012 0.023 3.655 0.01 0.009 0.061 1.331 0.251 0.131 0
0.002 0.023 3.631 0.024 0.009 0.077 1.347 0.256 1.089 0
0.002 0.024 4.994 0.029 0.009 0.034 2.065 0.326 1.971 0
0.005 0.025 7.972 0.038 0.009 0.037 2.351 0.184 1.241 0
0.002 0.024 6.449 0.037 0.009 0.025 1.252 0.225 1.727 0
0.005 0.023 8.891 0.024 0.025 0.086 1.328 0.293 1.485 0
0.002 0.025 10.103 0.063 0.008 0.045 2.04 0.347 2.459 0
0.004 0.024 8.18 0.029 0.009 0.027 1.644 0.475 1.292 0
0.006 0.026 10.751 0.041 0.009 0.387 1.927 0.201 0.816 0
0.004 0.026 9.656 0.033 0.008 0.026 2.356 0.037 1.388 0
0.003 0.025 6.012 0.018 0.008 0.066 2.989 0.4 0.244 0
0.003 0.024 5.484 0.02 0.009 0.031 2.32 0.243 1.031 0
0.003 0.024 4.659 0.013 0.009 0.028 2.386 0.077 0.2 0
0.003 0.023 3.329 0.015 0.008 0.347 1.942 0.067 0.236 0
0.002 0.024 3.346 0.012 0.008 0.019 1.354 0.051 0.307 0
0.002 0.024 3.941 0.011 0.008 0.026 2.429 0.045 0.184 0
0.004 0.024 3.233 0.009 0.009 0.022 2.38 0.068 0.153 0
0.006 0.023 2.43 0.008 0.008 0.422 1.286 0.258 0.107 0
0.001 0.024 3.778 0.016 0.009 0.046 1.851 0.263 1.135 0
0.004 0.032 2.854 0.013 0.009 0.322 1.314 0.187 0.203 0
0.01 0.024 6.234 0.013 0.008 0.103 2.274 0.155 0.916 0
0.005 0.025 4.036 0.018 0.009 0.112 2.256 0.221 1.091 0
0.077 0.025 6.938 0.022 0.008 0.027 3.21 0.434 1.233 0
0.002 0.023 5.662 0.019 0.009 0.288 2.616 0.34 0.503 0
0.002 0.026 7.934 0.023 0.009 0.06 2.241 0.056 0.835 0
0.005 0.026 7.672 0.024 0.009 0.071 2.295 0.255 0.887 0
0.003 0.026 6.506 0.013 0.009 0.019 2.206 0.064 0.962 0
0.002 0.03 8.499 0.031 0.008 0.302 2.133 0.05 1.25 0
0.004 0.025 7.728 0.011 0.009 0.02 1.446 0.066 1.011 0
0.014 0.024 6.396 0.009 0.009 0.326 1.319 0.423 0.261 0
0.004 0.024 6.879 0.013 0.009 0.016 2.216 0.235 0.255 0
0.005 0.024 8.326 0.014 0.008 0.025 1.545 0.041 1.12 0
0.005 0.024 9.276 0.034 0.008 0.019 1.558 0.148 1.442 0
0.015 0.024 8.414 0.02 0.009 0.062 1.422 0.233 1.267 0
0.002 0.023 6.95 0.026 0.009 0.043 1.885 0.251 1.807 0
0.006 0.025 6.454 0.025 0.009 0.287 2.421 0.095 1.185 0
0.367 0.024 4.911 0.017 0.009 0.017 0.767 0.269 0.38 0
0.003 0.033 3.708 0.016 0.009 0.368 0.85 0.244 1.122 0
0.003 0.024 3.719 0.023 0.009 0.014 2.178 0.29 1.179 0
0.004 0.033 4.147 0.015 0.008 0.052 1.217 0.26 1.005 0
0.004 0.023 1.981 0.007 0.009 0.062 0.95 0.154 0.127 0
0.005 0.022 2.315 0.019 0.009 0.366 1.331 0.291 0.286 0
0.009 0.023 2.34 0.011 0.008 0.023 1.679 0.053 0.254 0
0.009 0.487 3.872 0.082 0.101 0.261 3.02 0.155 0.45 0
0.006 0.033 4.194 0.077 0.037 0.312 1.425 0.134 0.757 0
0.004 0.03 4.288 0.06 0.061 0.036 1.549 0.154 0.424 0
0.005 0.03 5.484 0.061 0.012 0.028 1.239 0.136 0.363 0
0.004 0.03 5.583 0.096 0.012 0.031 1.447 0.396 1.246 0
0.003 0.03 5.391 0.042 0.01 0.23 1.52 0.157 0.723 0
0.005 0.032 9.178 0.141 0.01 0.259 2.143 0.241 2.417 0
0.005 0.03 8.445 0.116 0.011 0.053 3.091 0.063 3.637 0
0.002 0.049 5.808 0.026 0.011 0.039 1.964 0.135 0.168 0
0.005 0.049 4.806 0.019 0.011 0.08 2.057 0.15 0.115 0
0.006 0.027 5.159 0.014 0.011 0.032 2.112 0.051 0.197 0
0.003 0.027 4.255 0.01 0.01 0.024 2.179 0.058 0.083 0
0.016 0.026 5.224 0.034 0.01 0.188 2.144 0.101 0.26 0
0.004 0.028 3.864 0.022 0.02 0.037 1.374 0.052 0.88 0
0.005 0.024 3.506 0.008 0.01 0.041 1.245 0.2 0.074 0
0.376 0.026 2.897 0.027 0.011 0.032 1.49 0.423 0.92 0
0.01 0.025 4.767 0.015 0.01 0.089 1.355 0.044 0.115 0
0.005 0.029 3.733 0.015 0.01 0.042 1.289 0.386 0.12 0
0.002 0.03 2.664 0.012 0.01 0.044 2.285 0.274 0.861 0
0.003 0.025 2.873 0.03 0.01 0.261 2.104 0.353 0.238 0
0.005 0.029 3.174 0.021 0.01 0.04 1.394 0.192 0.177 0
0.002 0.025 4.693 0.037 0.01 0.033 0.95 0.247 0.992 0
0.004 0.025 4.959 0.036 0.01 0.027 2.693 0.219 0.263 0
0.011 0.026 7.789 0.025 0.01 0.363 1.704 0.143 1.099 0
0.003 0.027 8.811 0.062 0.011 0.041 2.202 0.226 1.641 0
0.003 0.024 7.24 0.048 0.028 0.408 1.697 0.064 0.714 0
0.005 0.025 3.877 0.01 0.01 0.036 1.282 0.047 0.857 0
0.006 0.025 6.416 0.047 0.01 0.413 2.724 0.098 1.214 0
0.002 0.024 3.68 0.042 0.01 0.039 2.284 0.073 0.97 0
0.006 0.025 3.256 0.021 0.01 0.036 1.53 0.325 1.068 0
0.012 0.024 2.842 0.016 0.009 0.067 2.484 0.377 0.177 0
0.006 0.043 3.121 0.017 0.009 0.071 1.71 0.217 0.665 0
0.002 0.026 5.57 0.027 0.009 0.332 2.42 0.42 0.249 0
0.002 0.024 5.872 0.046 0.009 0.048 2.123 0.319 1.271 0
0.002 0.024 5.716 0.037 0.009 0.132 2.274 0.16 1.223 0
0.005 0.024 5.704 0.066 0.009 0.087 1.995 0.366 1.77 0
0.006 0.024 7.319 0.044 0.009 0.2 2.316 0.049 1.194 0
0.018 0.024 5.435 0.046 0.015 0.375 2.838 0.179 1.595 0
0.005 0.025 5.959 0.065 0.01 0.25 2.742 0.088 1.758 0
0.002 0.026 6.235 0.072 0.026 0.026 5.1 0.096 2.23 0
0.009 0.026 9.564 0.099 0.009 0.105 2.197 0.071 3.514 0
0.003 0.025 9.835 0.101 0.009 0.133 1.067 0.193 2.555 0
0.002 0.024 7.983 0.024 0.009 0.282 0.901 0.258 0.63 0
0.003 0.026 10.723 0.114 0.009 0.03 3.172 0.194 4.406 0
0.003 0.025 8.813 0.032 0.009 0.292 1.754 0.311 0.265 0
0.016 0.025 6.406 0.021 0.009 0.028 2.284 0.067 0.989 0
0.002 0.025 6.114 0.014 0.023 0.036 2.068 0.14 0.156 0
0.002 0.025 8.166 0.023 0.009 0.068 0 0.215 0.858 0
0.004 0.027 5.299 0.035 0.009 0.043 1.202 0.166 1.989 0
0.004 0.024 5.079 0.024 0.01 0.039 1.474 0.189 0.41 0
0.026 0.023 3.181 0.02 0.025 0.266 3.062 0.247 0.761 0
0.001 0.022 2.898 0.016 0.009 0.024 1.903 0.223 1.028 0
0.007 0.022 3.919 0.012 0.009 0.347 1.343 0.08 0.134 0
0.005 0.036 3.455 0.018 0.009 0.023 1.377 0.204 0.266 0
0.003 0.024 2.62 0.015 0.018 0.328 2.418 0.308 0.486 0
0.002 0.023 3.164 0.033 0.009 0.021 2.012 0.141 0.241 0
0.002 0.023 3.608 0.021 0.009 0.038 2.163 0.204 1.009 0
0.006 0.032 4.893 0.041 0.009 0.361 2.007 0.21 1.3 0
0.005 0.025 7.441 0.067 0.009 0.05 2.079 0.052 2.451 0
0.003 0.035 7.247 0.077 0.009 0.02 2.935 0.072 2.216 0
0.005 0.026 6.406 0.024 0.009 0.1 1.959 0.186 1.121 0
0.002 0.025 7.163 0.023 0.009 0.019 1.662 0.17 0.83 0
0.013 0.023 10.928 0.04 0.023 0.171 1.273 0.169 1.743 0
0.002 0.024 7.857 0.031 0.009 0.061 2.236 0.039 1.105 0
0.003 0.024 9.649 0.022 0.009 0.122 0.954 0.266 0 0
0.002 0.025 10.212 0.043 0.009 0.029 5.324 0.128 2.203 0
0.011 0.025 7.562 0.043 0.021 0.035 0 0.431 1.66 0
0.002 0.025 8.055 0.066 0.009 0.034 1.701 0.291 2.598 0
0.006 0.023 4.987 0.006 0.008 0.346 1.304 0.146 0.129 0
0.012 0.046 5.905 0.028 0.008 0.334 3.212 0.335 1.209 0
0.002 0.024 3.638 0.017 0.008 0.383 2.272 0.052 0.997 0
0.012 0.022 3.829 0.013 0.008 0.04 2.577 0.108 0.189 0
0.002 0.022 2.739 0.013 0.014 0.283 2.248 0.085 0.267 0
0.007 0.023 3.123 0.012 0.008 0.101 2.164 0.194 0.97 0
0.007 0.023 3.429 0.011 0.008 0.31 2.257 0.139 0.177 0
0.003 0.023 4.092 0.012 0.008 0.06 1.787 0.288 0.979 0
0.002 0.045 4.127 0.013 0.008 0.294 2.088 0.222 0.895 0
0.003 0.023 6.478 0.014 0.008 0.022 1.711 0.341 0.324 0
0.005 0.023 5.851 0.023 0.018 0.338 2.124 0.361 1.167 0
0.003 0.024 6.39 0.031 0.008 0.017 2.433 0.169 0.35 0
0.003 0.023 4.747 0.02 0.018 0.289 2.257 0.18 1.0 0
0.003 0.025 8.577 0.04 0.008 0.021 2.376 0.068 1.888 0
0.002 0.025 9.861 0.031 0.008 0.173 2.399 0.22 0.988 0
0.003 0.026 9.455 0.039 0.009 0.021 3.016 0.208 0 0
0.004 0.024 9.678 0.026 0.009 0.329 2.138 0.051 0 0
0.003 0.023 9.7 0.019 0.008 0.017 1.332 0.174 0 0
0.012 0.037 11.911 0.06 0.008 0.037 0 0.103 0 0
0.02 0.052 7.736 0.042 0.008 0.375 0 0.043 0 0
0.004 0.024 7.011 0.026 0.008 0.073 2.956 0.128 0 0
0.004 0.045 4.298 0.016 0.008 0.029 0 0.172 0 0
0.003 0.024 5.454 0.027 0.009 0.226 0 0.178 0 0
0.255 0.023 4.716 0.011 0.008 0.017 0 0.06 0 0
0.002 0.023 5.589 0.029 0.008 0.024 0 0.233 0 0
0.008 0.024 4.205 0.021 0.008 0.028 0 0.04 0 0
0.002 0.022 3.527 0.012 0.014 0.021 0 0.248 0 0
0.028 0.023 4.328 0.014 0.009 0.405 0 0.276 0 0
0.01 0.022 4.806 0.013 0.008 0.025 0 0.028 0 0
0.001 0.023 4.76 0.015 0.008 0.02 0 0.203 0 0
0.003 0.038 5.41 0.018 0.008 0.382 0 0.032 0 0
0.014 0.024 4.929 0.019 0.009 0.018 1.868 0.254 0 0
0.002 0.023 5.096 0.029 0.017 0.038 2.708 0.213 0 0
0.005 0.025 6.315 0.021 0.008 0.019 0 0.183 0 0
0.004 0.023 5.61 0.019 0.008 0.039 0 0.3 0 0
0.003 0.025 6.239 0.055 0.008 0.392 0 0.351 0 0
0.003 0.037 5.605 0.012 0.009 0.018 0 0.287 0.214 0
0.003 0.024 8.472 0.022 0.009 0.146 2.036 0.235 1.266 0
0.029 0.623 3.117 0.049 0.109 0.32 1.836 0.35 0.57 0
0.007 0.031 3.212 0.022 0.037 0.279 1.421 0.29 0.149 0
0.002 0.03 4.602 0.071 0.06 0.08 1.028 0.071 0.547 0
0.02 0.08 3.986 0.045 0.012 0.301 1.525 0.235 0.668 0
0.006 0.028 3.105 0.053 0.012 0.125 2.728 0.23 0.509 0
0.01 0.03 5.011 0.056 0.011 0.325 1.16 0.356 0.464 0
0.005 0.029 3.892 0.039 0.011 0.286 2.127 0.105 0.96 0
0.003 0.028 6.016 0.042 0.012 0.29 2.768 0.094 0.591 0
0.008 0.028 4.477 0.035 0.011 0.341 1.203 0.213 0.349 0
0.003 0.03 6.47 0.112 0.011 0.337 3.411 0.12 2.372 0
0.006 0.028 6.494 0.053 0.011 0.201 0.882 0.092 1.349 0
0.005 0.029 6.023 0.056 0.01 0.435 1.097 0.116 1.282 0
0.011 0.033 8.724 0.103 0.01 0.361 2.778 0.36 0.766 0
0.004 0.044 8.212 0.011 0.01 0.04 0.664 0.393 0.115 0
0.01 0.027 8.468 0.092 0.03 0.227 1.35 0.411 0 0
0.009 0.029 11.428 0.12 0.011 0.364 2.235 0.07 2.46 0
0.002 0.037 11.372 0.119 0.013 0.297 3.144 0.061 1.645 0
0.005 0.029 9.13 0.073 0.01 0.39 3.813 0.131 1.355 0
0.009 0.026 11.302 0.037 0.01 0.146 2.184 0.075 0.428 0
0.005 0.025 5.569 0.031 0.01 0.402 2.216 0.112 1.065 0
0.004 0.033 5.601 0.038 0.01 0.05 1.425 0.426 1.237 0
0.003 0.026 7.003 0.064 0.01 0.119 2.37 0.441 1.415 0
0.009 0.025 6.023 0.037 0.01 0.053 1.452 0.366 1.474 0
0.019 0.035 5.99 0.028 0.01 0.051 2.238 0.439 0.298 0
0.002 0.024 3.805 0.067 0.01 0.045 2.163 0.255 1.482 0
0.015 0.024 4.004 0.036 0.011 0.144 1.387 0.411 0.727 0
0.013 0.024 3.269 0.025 0.009 0.546 1.086 0.089 0.548 0
0.013 0.025 2.204 0.02 0.01 0.039 2.847 0.332 0.257 0
0.003 0.024 2.819 0.018 0.01 0.37 2.298 0.058 0.265 0
0.005 0.023 2.25 0.02 0.01 0.036 1.671 0.048 0.299 0
0.016 0.023 2.599 0.024 0.01 0.376 1.663 0.158 1.017 0
0.002 0.026 4.49 0.028 0.009 0.042 3.792 0.248 0.495 0
0.005 0.026 6.596 0.045 0.01 0.447 1.904 0.149 1.351 0
0.004 0.026 7.397 0.04 0.009 0.204 3.86 0.138 1.037 0
0.003 0.027 6.409 0.041 0.009 0.381 2.551 0.098 2.02 0
0.005 0.042 6.475 0.036 0.009 0.174 3.023 0.119 1.229 0
0.005 0.025 8.887 0.033 0.01 0.037 2.117 0.315 0.822 0
0.008 0.024 6.812 0.045 0.009 0.316 0 0.065 1.358 0
0.008 0.024 7.348 0.016 0.009 0.347 1.549 0.073 0.297 0
0.003 0.04 7.676 0.025 0.009 0.519 2.88 0.22 0.675 0
0.004 0.025 8.754 0.069 0.009 0.349 2.164 0.263 3.242 0
0.002 0.025 7.021 0.037 0.009 0.243 2.227 0.066 0.858 0
0.002 0.024 6.489 0.031 0.029 0.214 1.449 0.18 0.625 0
0.005 0.025 5.428 0.012 0.009 0.034 1.397 0.15 0.18 0
0.004 0.035 6.318 0.023 0.009 0.108 2.331 0.139 0.615 0
0.002 0.026 7.827 0.036 0.009 0.352 2.57 0.077 1.656 0
0.003 0.025 6.863 0.034 0.009 0.251 1.559 0.39 0.312 0
0.014 0.025 4.515 0.014 0.009 0.361 2.33 0.094 0.283 0
0.003 0.048 4.686 0.026 0.009 0.352 2.071 0.044 0.513 0
0.002 0.024 5.182 0.027 0.01 0.044 3.734 0.111 0.641 0
0.002 0.025 3.474 0.033 0.009 0.035 1.506 0.406 1.218 0
0.005 0.024 2.384 0.018 0.009 0.111 0.77 0.228 0.338 0
0.005 0.045 2.756 0.013 0.008 0.119 2.328 0.351 0.281 0
0.005 0.024 2.084 0.014 0.009 0.128 1.532 0.06 1.153 0
0.004 0.024 1.986 0.015 0.009 0.033 2.363 0.133 0.243 0
0.013 0.034 3.068 0.023 0.009 0.357 1.654 0.05 0.777 0
0.006 0.023 4.237 0.017 0.028 0.042 2.386 0.065 0 0
0.002 0.024 4.314 0.018 0.009 0.135 1.52 0.109 1.224 0
0.002 0.031 4.723 0.029 0.009 0.031 2.273 0.24 1.207 0
0.003 0.033 5.2 0.029 0.009 0.367 1.58 0.393 0.381 0
0.02 0.025 5.945 0.021 0.009 0.388 1.485 0.057 0.41 0
0.003 0.024 5.979 0.037 0.009 0.036 2.286 0.045 0.374 0
0.008 0.026 7.063 0.034 0.022 0.386 3.063 0.288 1.231 0
0.006 0.024 6.786 0.022 0.009 0.522 2.259 0.048 1.113 0
0.003 0.026 7.751 0.039 0.031 0.293 2.363 0.34 1.255 0
0.014 0.026 8.577 0.032 0.043 0.172 2.345 0.324 1.712 0
0.002 0.025 5.916 0.024 0.009 0.037 1.322 0.32 1.134 0
0.013 0.024 6.039 0.045 0.009 0.098 1.435 0.209 1.037 0
0.015 0.033 4.053 0.016 0.009 0.029 1.354 0.039 0.795 0
0.002 0.024 4.008 0.016 0.008 0.032 1.297 0.109 0.99 0
0.002 0.023 2.078 0.01 0.009 0.437 1.402 0.042 0.913 0
0.016 0.023 3.202 0.014 0.009 0.024 1.549 0.237 0.341 0
0.005 0.023 2.452 0.01 0.008 0.029 2.455 0.242 0 0
0.005 0.022 2.838 0.009 0.009 0.03 1.898 0.106 0.162 0
0.013 0.05 6.077 0.014 0.008 0.381 2.183 0.081 0.289 0
0.003 0.034 3.99 0.009 0.009 0.023 2.034 0.129 0.183 0
0.005 0.024 5.96 0.02 0.008 0.33 1.401 0.431 0.424 0
0.004 0.024 6.047 0.023 0.008 0.044 1.948 0.062 0.67 0
0.004 0.024 6.245 0.012 0.009 0.414 1.84 0.089 0.502 0
0.004 0.047 7.939 0.026 0.009 0.044 3.076 0.069 1.64 0
0.004 0.052 7.597 0.019 0.009 0.511 0.683 0.102 0.723 0
0.009 0.041 6.012 0.026 0.008 0.363 2.436 0.073 0.741 0
0.004 0.043 4.07 0.018 0.009 0.373 2.406 0.064 0.618 0
0.018 0.034 4.704 0.016 0.008 0.306 3.002 0.078 1.06 0
0.002 0.023 2.612 0.019 0.038 0.066 2.249 0.194 0.607 0
0.003 0.023 3.257 0.015 0.008 0.248 2.885 0.332 0.282 0
0.005 0.037 2.4 0.012 0.008 0.03 2.286 0.384 0.277 0
0.01 0.023 2.481 0.021 0.009 0.271 0.636 0.206 0.407 0
0.006 0.025 5.159 0.023 0.008 0.36 3.171 0.199 0.821 0
0.006 0.024 5.008 0.013 0.008 0.269 1.521 0.117 0.628 0
0.018 0.039 7.187 0.023 0.008 0.286 2.234 0.208 1.928 0
0.017 0.049 6.971 0.023 0.008 0.195 2.894 0.295 0.644 0
0.005 0.026 5.664 0.025 0.009 0.035 2.351 0.102 1.17 0
0.002 0.024 8.688 0.027 0.008 0.046 2.355 0.42 1.921 0
0.008 0.037 7.478 0.048 0.008 0.339 1.514 0.268 2.321 0
0.007 0.032 7.654 0.037 0.008 0.195 1.073 0.29 1.246 0
0.005 0.025 9.764 0.048 0.028 0.387 2.151 0.206 0.917 0
0.007 0.025 8.745 0.05 0.008 0.055 2.405 0.055 1.349 0
0.005 0.025 6.466 0.025 0.024 0.025 1.533 0.11 0.762 0
0.002 0.025 7.694 0.067 0.008 0.028 2.222 0.037 2.394 0
0.007 0.701 2.827 0.044 0.117 0.311 2.175 0.111 0.247 0
0.004 0.034 2.96 0.032 0.059 0.042 2.347 0.474 0.274 0
0.003 0.029 3.504 0.022 0.012 0.215 1.483 0.053 0.186 0
0.002 0.029 4.239 0.022 0.04 0.055 1.905 0.246 0.207 0
0.005 0.029 3.038 0.049 0.018 0.086 2.079 0.083 0.403 0
0.012 0.03 4.081 0.107 0.011 0.326 2.075 0.123 0.884 0
0.005 0.03 4.592 0.039 0.011 0.286 0.937 0.048 0.48 0
0.004 0.03 5.422 0.019 0.011 0.039 1.349 0.073 0.182 0
0.004 0.03 6.103 0.06 0.011 0.056 3.705 0.278 1.181 0
0.016 0.03 6.814 0.054 0.011 0.379 1.373 0.367 1.158 0
0.005 0.03 6.396 0.065 0.01 0.071 1.335 0.238 1.176 0
0.002 0.029 4.804 0.036 0.01 0.326 2.012 0.1 0.573 0
0.005 0.028 5.53 0.054 0.011 0.047 2.025 0.06 0.308 0
0.009 0.027 3.072 0.028 0.01 0.08 1.77 0.121 0.286 0
0.005 0.025 1.822 0.014 0.009 0.066 3.186 0.335 0.145 0
0.005 0.027 2.031 0.016 0.011 0.142 1.914 0.113 0.205 0
0.005 0.024 3.2 0.019 0.011 0.32 3.108 0.15 0.214 0
0.004 0.024 3.595 0.014 0.01 0.044 1.25 0.06 0.17 0
0.005 0.025 2.708 0.016 0.01 0.248 2.494 0.037 0.212 0
0.004 0.026 4.629 0.014 0.01 0.038 2.379 0.07 0.271 0
0.006 0.026 3.879 0.021 0.01 0.035 1.59 0.267 0.312 0
0.006 0.026 4.771 0.021 0.01 0.077 2.446 0.064 0.288 0
0.004 0.046 6.282 0.03 0.009 0.254 2.006 0.235 0.351 0
0.02 0.027 9.905 0.096 0.01 0.335 2.023 0.06 1.573 0
0.027 0.026 8.387 0.04 0.03 0.038 2.054 0.052 0.977 0
0.006 0.027 7.966 0.062 0.009 0.088 2.267 0.142 0.654 0
0.002 0.037 9.672 0.044 0.009 0.15 0.775 0.115 1.936 0
0.003 0.036 7.218 0.052 0.01 0.314 2.478 0.377 1.345 0
0.008 0.026 8.788 0.057 0.009 0.03 2.364 0.072 1.377 0
0.002 0.026 9.816 0.062 0.01 0.39 1.666 0.326 0.674 0
0.006 0.027 10.484 0.09 0.009 0.358 1.026 0.118 2.515 0
0.003 0.026 8.425 0.043 0.009 0.218 1.574 0.309 1.22 0
0.003 0.026 4.986 0.017 0.009 0.032 1.88 0.047 0.259 0
0.007 0.046 5.778 0.013 0.009 0.401 2.219 0.299 0.236 0
0.006 0.025 6.743 0.035 0.009 0.037 1.52 0.243 0.951 0
0.005 0.024 7.344 0.077 0.01 0.248 1.461 0.359 1.803 0
0.007 0.025 8.281 0.035 0.028 0.222 0.818 0.117 1.193 0
0.004 0.024 5.481 0.031 0.009 0.041 3.129 0.408 1.193 0
0.006 0.033 5.966 0.019 0.01 0.034 2.556 0.122 0.979 0
0.015 0.024 4.665 0.013 0.009 0.309 1.953 0.184 0.202 0
0.006 0.024 2.186 0.011 0.009 0.029 1.535 0.002 0.9 0
0.005 0.032 3.635 0.013 0.009 0.036 2.31 0.09 0.192 0
0.035 0.023 4.669 0.008 0.024 0.474 1.127 0.125 0.155 0
0.002 0.022 2.813 0.012 0.009 0.336 0 0.038 0.195 0
0.005 0.024 5.46 0.007 0.009 0.039 1.008 0.214 0.177 0
0.007 0.024 5.079 0.043 0.009 0.123 1.414 0.334 0.386 0
0.004 0.024 5.435 0.033 0.012 0.03 2.323 0.154 0.943 0
0.004 0.024 4.194 0.017 0.008 0.168 2.44 0.054 1.184 0
0.007 0.045 7.007 0.044 0.009 0.388 2.66 0.088 1.366 0
0.009 0.043 4.349 0.026 0.009 0.392 2.353 0.14 0.428 0
0.007 0.033 5.595 0.027 0.009 0.036 3.538 0.338 0.342 0
0.007 0.025 5.727 0.027 0.009 0.033 2.277 0.414 1.162 0
0.329 0.024 5.591 0.039 0.009 0.177 1.595 0.42 1.022 0
0.003 0.025 5.441 0.037 0.009 0.346 2.715 0.459 1.222 0
0.004 0.024 5.885 0.01 0.009 0.03 1.57 0.221 0.172 0
0.005 0.026 7.95 0.026 0.009 0.03 2.411 0.144 1.212 0
0.005 0.024 8.685 0.018 0.009 0.213 2.299 0.127 0.3 0
0.015 0.024 4.516 0.013 0.009 0.268 2.464 0.047 0.348 0
