158832 0 1
2508 1 7
992 1 19
4048 0 13
3900 1 7
170436 0 1
804 1 19
29204 0 13
5372 1 7
184308 0 1
71920 0 13
804 1 19
206248 0 1
8340 1 7
120428 0 13
804 1 19
179108 0 1
4872 1 7
18224 0 13
696 1 19
194752 0 1
7756 1 7
804 1 19
177800 0 1
61784 0 13
4240 1 7
696 1 19
244224 0 1
6640 0 13
8716 1 7
804 1 19
219448 0 1
79160 0 13
8204 1 7
9780 1 7
63112 0 13
214868 0 1
696 1 19
804 1 19
193500 0 1
168212 0 13
6832 1 7
696 1 19
142752 0 13
220448 0 1
8616 1 7
104504 0 13
5980 1 7
804 1 19
261368 0 1
70472 0 13
804 1 19
178736 0 1
3756 1 7
696 1 19
46460 0 13
192288 0 1
3032 1 7
804 1 19
30652 0 13
174260 0 1
2904 1 7
18948 0 13
696 1 19
181428 0 1
3460 1 7
804 1 19
42960 0 13
4656 1 7
181056 0 1
164608 0 1
67456 0 13
696 1 19
4952 1 7
804 1 19
87124 0 13
5300 1 7
177024 0 1
696 1 19
87004 0 13
4500 1 7
153904 0 1
804 1 19
48028 0 13
222684 0 1
5620 1 7
83384 0 13
696 1 19
223256 0 1
7116 1 7
108120 0 13
804 1 19
151788 0 1
5636 1 7
94368 0 13
804 1 19
206480 0 1
6952 1 7
696 1 19
174368 0 1
100036 0 13
8680 1 7
804 1 19
179196 0 1
171112 0 13
6680 1 7
134912 0 13
808 1 19
164932 0 1
5932 1 7
122480 0 13
696 1 19
175468 0 1
7088 1 7
163872 0 13
210608 0 1
808 1 19
7820 1 7
696 1 19
170988 0 13
219696 0 1
6672 1 7
808 1 19
191356 0 1
79164 0 13
6916 1 7
696 1 19
235824 0 1
163748 0 13
5124 1 7
808 1 19
58168 0 13
238540 0 1
4360 1 7
696 1 19
67456 0 13
171832 0 1
4404 1 7
808 1 19
97264 0 13
253512 0 1
4936 1 7
72524 0 13
696 1 19
60340 0 13
187096 0 1
4316 1 7
808 1 19
162184 0 1
3696 1 7
33552 0 13
808 1 19
227760 0 1
5424 1 7
63112 0 13
696 1 19
183488 0 1
6068 1 7
71924 0 13
808 1 19
164104 0 1
5172 1 7
696 1 19
189500 0 1
79764 0 13
6504 1 7
808 1 19
158080 0 13
206700 0 1
8052 1 7
808 1 19
212732 0 1
181248 0 13
10052 1 7
808 1 19
171504 0 1
255100 0 13
8572 1 7
696 1 19
249908 0 13
207380 0 1
7860 1 7
808 1 19
221796 0 13
238372 0 1
9564 1 7
808 1 19
179080 0 13
169520 0 1
5800 1 7
808 1 19
184400 0 1
111024 0 13
5820 1 7
107276 0 13
696 1 19
225336 0 1
4192 1 7
808 1 19
84232 0 13
201900 0 1
4192 1 7
95692 0 13
696 1 19
162248 0 1
3924 1 7
812 1 19
53104 0 13
221260 0 1
4584 1 7
71204 0 13
812 1 19
206328 0 1
4436 1 7
66008 0 13
696 1 19
230620 0 1
5484 1 7
812 1 19
105956 0 13
213000 0 1
5120 1 7
110300 0 13
812 1 19
7324 1 7
184768 0 1
696 1 19
171712 0 13
11664 1 7
242004 0 1
291300 0 13
11184 1 7
812 1 19
209440 0 1
696 1 19
294796 0 13
213976 0 1
11024 1 7
812 1 19
247136 0 13
181956 0 1
11300 1 7
257276 0 13
175532 0 1
812 1 19
9052 1 7
268136 0 13
812 1 19
171156 0 1
7568 1 7
4508 1 7
812 1 19
175460 0 13
138664 0 1
812 1 19
35004 0 13
6160 1 7
190924 0 1
812 1 19
30836 1 13
476 1 20
992 0 19
11220 0 7
24740 1 13
696 0 19
192 1 20
19296 0 7
133448 1 13
816 0 19
304 1 20
17844 0 7
59492 1 13
192 1 20
696 0 19
19968 0 7
105828 1 13
196 1 20
696 0 19
21488 0 7
24832 0 7
94356 1 13
97864 1 13
196 1 20
816 0 19
696 0 19
196 1 20
30124 0 7
99424 1 13
196 1 20
816 0 19
173160 1 13
41480 0 7
196 1 20
696 0 19
193540 1 13
41168 0 7
816 0 19
47616 0 7
196 1 20
257148 1 13
196 1 20
696 0 19
129828 1 13
39288 0 7
816 0 19
203572 1 13
50180 0 7
196 1 20
196 1 20
696 0 19
148652 1 13
40500 0 7
816 0 19
30460 0 7
196 1 20
108836 1 13
30980 0 7
196 1 20
816 0 19
696 0 19
114516 1 13
196 1 20
22380 0 7
74080 1 13
816 0 19
196 1 20
18824 0 7
696 0 19
80488 1 13
196 1 20
16964 0 7
69012 1 13
816 0 19
192 1 20
15244 0 7
94968 1 13
696 0 19
196 1 20
17988 0 7
104488 1 13
97864 1 13
816 0 19
192 1 20
17332 0 7
696 0 19
196 1 20
20760 0 7
90736 1 13
816 0 19
196 1 20
19372 0 7
26192 0 7
118860 1 13
70460 1 13
201508 1 13
696 0 19
192 1 20
33312 0 7
816 0 19
816 0 19
200 1 20
196 1 20
37584 0 7
40440 0 7
113180 1 13
177616 1 13
696 0 19
196 1 20
40660 0 7
256532 1 13
196 1 20
196 1 20
820 0 19
696 0 19
40592 0 7
205020 1 13
274632 1 13
696 0 19
59604 1 13
45652 0 7
33224 0 7
196 1 20
196 1 20
820 0 19
41692 0 7
150716 1 13
192 1 20
196 1 20
696 0 19
820 0 19
70464 1 13
136960 1 13
27624 0 7
39224 0 7
200 1 20
196 1 20
696 0 19
820 0 19
105940 1 13
58156 1 13
35828 0 7
27856 0 7
196 1 20
696 0 19
820 0 19
63948 1 13
29692 0 7
32032 0 7
196 1 20
200 1 20
696 0 19
696 0 19
100760 1 13
29808 1 13
55984 1 13
29348 0 7
24208 0 7
196 1 20
696 0 19
820 0 19
27540 0 7
27216 0 7
196 1 20
196 1 20
196 1 20
696 0 19
696 0 19
54536 1 13
72524 1 13
73972 1 13
34264 1 13
26932 0 7
12700 0 7
196 1 20
200 1 20
196 1 20
696 0 19
820 0 19
696 0 19
55260 1 13
40668 1 13
50804 1 13
15660 0 7
16080 0 7
16868 0 7
192 1 20
196 1 20
192 1 20
696 0 19
820 0 19
696 0 19
40056 1 13
78316 1 13
15408 0 7
17596 0 7
18312 0 7
192 1 20
196 1 20
696 0 19
696 0 19
84832 1 13
171824 1 13
29432 0 7
200 1 20
820 0 19
176892 1 13
30600 0 7
32944 0 7
196 1 20
196 1 20
185472 1 13
212372 1 13
696 0 19
36776 0 7
196 1 20
200064 1 13
696 0 19
820 0 19
37004 0 7
36452 0 7
196 1 20
193436 1 13
108836 1 13
696 0 19
820 0 19
31396 0 7
196 1 20
196 1 20
696 0 19
38312 0 7
196 1 20
171712 1 13
696 0 19
196 1 20
308664 1 13
53240 0 7
820 0 19
196 1 20
51656 0 7
301312 1 13
696 0 19
196 1 20
92912 1 13
196 1 20
820 0 19
42488 0 7
121032 1 13
44304 0 7
696 0 19
196 1 20
363688 1 13
48316 0 7
820 0 19
196 1 20
50332 0 7
453352 1 13
68292 1 13
196 1 20
196 1 20
696 0 19
820 0 19
30072 0 7
100760 1 13
196 1 20
696 0 19
36124 0 7
100876 1 13
196 1 20
820 0 19
30520 0 7
32472 0 7
82660 1 13
192 1 20
696 0 19
27332 0 7
104496 1 13
196 1 20
820 0 19
28124 0 7
110896 1 13
86280 1 13
196 1 20
696 0 19
696 0 19
28260 0 7
64672 1 13
196 1 20
200 1 20
820 0 19
17848 0 7
18400 0 7
52252 1 13
196 1 20
17280 0 7
696 0 19
64672 1 13
196 1 20
196 1 20
13992 0 7
820 0 19
696 0 19
87728 1 13
49356 1 13
192 1 20
13968 0 7
696 0 19
14772 0 7
824 0 19
14320 0 7
63952 1 13
58768 1 13
192 1 20
196 1 20
18540 0 7
696 0 19
100876 1 13
196 1 20
15992 0 7
824 0 19
95692 1 13
192 1 20
696 0 19
18344 0 7
52368 1 13
196 1 20
824 0 19
32520 0 7
135628 1 13
196 1 20
824 0 19
696 0 19
21140 0 7
92796 1 13
196 1 20
17896 0 7
5916 1 13
696 0 19
192 1 20
824 0 19
108840 1 13
84832 1 13
26784 0 7
26244 0 7
196 1 20
70468 1 13
696 0 19
26788 0 7
196 1 20
175332 1 13
824 0 19
38476 0 7
196 1 20
696 0 19
36020 0 7
155176 1 13
196 1 20
143476 1 13
29620 0 7
824 0 19
696 0 19
196 1 20
192 1 20
37888 1 13
28168 0 7
33720 0 7
824 0 19
196 1 20
134788 1 13
696 0 19
48316 0 7
200 1 20
271744 1 13
824 0 19
231808 1 13
43204 0 7
696 0 19
184136 1 13
196 1 20
196 1 20
37624 0 7
824 0 19
88452 1 13
31884 0 7
696 0 19
192 1 20
76984 1 13
196 1 20
824 0 19
27068 0 7
29688 0 7
96416 1 13
196 1 20
696 0 19
22204 0 7
72640 1 13
63952 1 13
196 1 20
824 0 19
16880 0 7
83384 1 13
196 1 20
824 0 19
18912 0 7
69020 1 13
192 1 20
192 1 20
696 0 19
824 0 19
15332 0 7
67456 1 13
196 1 20
696 0 19
15096 0 7
19360 0 7
97260 1 13
192 1 20
824 0 19
18568 0 7
56712 1 13
192 1 20
824 0 19
18264 0 7
68904 1 13
196 1 20
696 0 19
22884 0 7
824 0 19
117532 1 13
107276 1 13
196 1 20
196 1 20
696 0 19
23684 0 7
123324 1 13
196 1 20
824 0 19
30404 0 7
29728 0 7
105828 1 13
196 1 20
696 0 19
52656 0 7
218168 1 13
200 1 20
42576 0 7
824 0 19
163024 1 13
192 1 20
696 0 19
40144 0 7
102328 1 13
192 1 20
824 0 19
44492 0 7
137684 1 13
167488 1 13
696 0 19
46348 0 7
196 1 20
828 0 19
40064 0 7
176900 1 13
196 1 20
174608 1 13
828 0 19
38688 0 7
196 1 20
32028 0 7
696 0 19
184140 1 13
196 1 20
196 1 20
87124 1 13
22740 0 7
828 0 19
828 0 19
192 1 20
71800 1 13
18124 0 7
696 0 19
196 1 20
66852 1 13
828 0 19
14336 0 7
16852 0 7
196 1 20
84108 1 13
71920 1 13
16428 0 7
200 1 20
196 1 20
696 0 19
828 0 19
56596 1 13
192 1 20
18364 0 7
696 0 19
52372 1 13
828 0 19
17496 0 7
20560 0 7
196 1 20
75420 1 13
66128 1 13
200 1 20
196 1 20
696 0 19
18712 0 7
828 0 19
45736 1 13
196 1 20
16820 0 7
23256 0 7
696 0 19
98712 1 13
196 1 20
828 0 19
23624 0 7
123932 1 13
113796 1 13
196 1 20
23764 0 7
696 0 19
696 0 19
69024 1 13
192 1 20
196 1 20
828 0 19
31660 0 7
128276 1 13
36144 0 7
196 1 20
696 0 19
42452 0 7
175456 1 13
196 1 20
828 0 19
43208 0 7
163752 1 13
196 1 20
696 0 19
201520 1 13
192 1 20
832 0 19
45256 0 7
174612 1 13
696 0 19
41948 0 7
160976 1 13
196 1 20
196 1 20
832 0 19
35000 0 7
31860 0 7
92800 1 13
200 1 20
696 0 19
24020 0 7
74820 1 13
196 1 20
832 0 19
696 0 19
84832 1 13
25140 0 7
192 1 20
832 0 19
20072 0 7
107400 1 13
196 1 20
134792 1 13
24308 0 7
192 1 20
696 0 19
111020 1 13
20876 0 7
196 1 20
832 0 19
696 0 19
113072 1 13
20532 0 7
25840 0 7
196 1 20
832 0 19
126224 1 13
28824 0 7
196 1 20
151444 1 13
696 0 19
38256 0 7
196 1 20
220348 1 13
832 0 19
196 1 20
224568 1 13
696 0 19
39352 0 7
39176 0 7
196 1 20
126948 1 13
832 0 19
37068 0 7
