0,0,0.849
0,1,8.996
0,2,0.696
0,3,1.804
1,0,0.04
1,1,0.108
1,2,0.011
1,3,0.012
2,0,1.395
2,1,15.555
2,2,1.257
2,3,4.054
3,0,0.373
3,1,3.47
3,2,0.401
3,3,1.067
4,0,0.031
4,1,0.08
4,2,0.007
4,3,0.008
5,0,0.81
5,1,6.309
5,2,0.499
5,3,1.9
6,0,0.314
6,1,3.139
6,2,0.253
6,3,0.761
7,0,0.623
7,1,4.632
7,2,1.403
7,3,3.509
8,0,0.65
8,1,7.192
8,2,0.808
8,3,2.154
