325380 0.22
476 0.284
4500 0.274
196 0.204
42420 0.209
221944 0.244
42960 0.236
6384 0.245
192 0.228
177888 0.19
196 0.31
17500 0.275
3688 0.201
322008 0.274
150840 0.233
12028 0.269
192 0.358
171168 0.259
149268 0.387
196 0.194
8768 0.281
244120 0.356
192 0.249
11304 0.359
334736 0.177
171288 0.278
302760 0.279
196 0.266
8532 0.214
206528 0.342
158080 0.303
196 0.384
9324 0.263
196456 0.303
229316 0.269
9572 0.209
196 0.287
215156 0.24
261736 0.351
196 0.305
8864 0.353
151564 0.299
165348 0.332
10800 0.284
192 0.505
185592 0.322
196 0.345
6564 0.263
149992 0.296
247900 0.32
9320 0.45
196 0.272
216724 0.223
236788 0.193
140468 0.305
8592 0.299
126100 0.286
196 0.252
3992 0.271
58892 0.281
196 0.253
222924 0.241
179312 0.306
68180 0.292
4384 0.272
196 0.205
202232 0.299
55996 0.299
4436 0.246
192 0.304
110896 0.392
4912 0.205
196 0.21
195728 0.396
256972 0.315
58168 0.317
5664 0.273
192 0.163
57320 0.217
4300 0.212
192 0.233
192476 0.252
74096 0.269
5348 0.15
192 0.387
181124 0.299
4796 0.282
196 0.341
84108 0.684
185612 0.684
4368 0.301
196 0.285
227936 0.276
110296 0.248
5008 0.299
221924 0.279
196 0.397
62388 0.324
196 0.314
153012 0.385
9132 0.351
163828 0.397
5624 0.404
257224 0.374
38496 0.37
196 0.23
9588 0.308
107400 0.333
192 0.446
212964 0.352
48632 0.239
5344 0.245
192 0.288
219580 0.239
196 0.434
97264 0.323
8312 0.501
193500 0.305
7084 0.28
200 0.239
103656 0.311
207840 0.311
93644 0.311
196 0.376
7336 0.336
202892 0.265
6800 0.203
74696 0.291
192 0.334
8148 0.363
205868 0.472
200 0.295
235528 0.404
122480 0.27
192 0.367
214836 0.314
8568 0.312
9056 0.319
357184 0.25
212516 0.222
192 0.334
6920 0.367
77592 0.278
196 0.417
206588 0.243
300712 0.328
5568 0.334
196 0.325
227172 0.434
241944 0.379
196 0.25
6760 0.422
206124 0.401
71200 0.344
5432 0.24
192672 0.294
154336 0.358
6104 0.241
192 0.23
259136 0.307
102336 0.267
6452 0.12
196 0.238
242844 0.208
5912 0.205
196 0.428
75420 0.279
180180 0.402
4224 0.365
58168 0.325
196 0.346
179968 0.31
5356 0.33
82064 0.306
196 0.476
264968 0.277
6136 0.328
260440 0.421
196 0.287
77592 0.408
6032 0.461
196 0.305
69756 0.412
205608 0.374
108724 0.311
266640 0.269
196 0.3
6540 0.294
89304 0.346
9660 0.324
196 0.314
190256 0.336
7460 0.224
227636 0.29
114516 0.24
192 0.238
218176 0.208
9684 0.27
192 0.295
198756 0.23
9852 0.222
192 0.302
144640 0.341
232532 0.359
42968 0.319
200 0.272
5220 0.324
234248 0.443
191988 0.308
224868 0.308
8956 0.282
200 0.217
196 0.336
7272 0.257
134192 0.349
195640 0.321
7600 0.253
94244 0.338
192 0.364
214104 0.432
7140 0.429
222156 0.365
86408 0.368
196 0.393
77592 0.312
200 0.261
7204 0.294
192572 0.312
101612 0.433
196 0.314
5124 0.317
171512 0.433
94244 0.204
196 0.221
4876 0.352
205504 0.18
2700 0.283
183248 0.265
8216 0.277
192 0.217
4116 0.245
29084 0.253
192 0.208
194992 0.228
2976 0.249
8216 0.228
200 0.334
212984 0.202
203288 0.329
4184 0.201
70352 0.329
196 0.301
215920 0.306
4120 0.275
32832 0.299
196 0.272
5828 0.278
98588 0.245
196 0.323
200632 0.249
122612 0.281
5632 0.217
196 0.411
277516 0.281
122480 0.532
9048 0.278
196 0.267
192064 0.444
160260 0.317
192 0.234
6892 0.415
196788 0.273
102208 0.289
8284 0.235
196 0.232
216888 0.248
286960 0.28
192 0.316
11804 0.216
178820 0.316
196 0.379
7680 0.24
290108 0.287
117412 0.263
200 0.279
13280 0.371
184876 0.355
259160 0.339
13876 0.381
200 0.386
144200 0.347
259184 0.321
75552 0.358
200 0.287
9844 0.375
234720 0.384
10188 0.367
288064 0.345
85556 0.286
196 0.297
53832 0.238
8104 0.229
196 0.3
245952 0.217
60216 0.176
196 0.293
7364 0.252
282504 0.191
50936 0.232
7400 0.252
196 0.27
275960 0.232
269308 0.379
45012 0.453
7296 0.266
192 0.312
32112 0.3
6264 0.331
192 0.318
234560 0.261
196 0.333
4668 0.319
292860 0.305
30532 0.329
71932 0.295
200 0.312
8712 0.272
219640 0.351
51528 0.35
192 0.274
6724 0.3
254868 0.385
54556 0.379
192 0.292
9228 0.321
264196 0.325
192 0.269
10628 0.306
86280 0.33
280716 0.351
107408 0.326
196 0.315
206016 0.36
12304 0.344
9948 0.31
66732 0.286
196 0.31
260512 0.312
11836 0.296
119716 0.32
276996 0.283
200 0.404
125376 0.392
13140 0.325
194492 0.347
196 0.415
196 0.351
67588 0.344
9508 0.447
201736 0.294
172436 0.337
7980 0.345
222956 0.307
196 0.342
49488 0.214
196 0.335
6768 0.303
208216 0.214
37048 0.195
6256 0.392
192 0.308
195472 0.292
6248 0.308
62520 0.244
192 0.306
168232 0.287
6028 0.289
200 0.339
153264 0.202
69036 0.261
209364 0.349
7172 0.306
192 0.22
211256 0.372
196 0.258
9120 0.31
109584 0.296
182820 0.347
245128 0.26
196 0.29
7660 0.248
155196 0.262
192 0.364
10216 0.33
148544 0.223
213112 0.196
96552 0.205
196 0.392
4664 0.337
190932 0.203
91348 0.157
5836 0.365
192 0.314
226028 0.212
131304 0.345
6120 0.393
192 0.316
151052 0.256
81212 0.209
4036 0.314
196 0.418
202676 0.186
3576 0.299
192 0.352
218692 0.221
29940 0.254
57320 0.302
4260 0.401
192 0.272
230424 0.284
66144 0.212
4792 0.335
220824 0.189
472 0.237
187916 0.301
196 0.232
3880 0.292
58348 0.312
241948 0.331
196 0.213
118256 0.254
7336 0.225
186008 0.311
5628 0.23
92796 0.215
196 0.283
185252 0.239
92920 0.332
6656 0.194
196 0.268
230660 0.383
166644 0.288
8716 0.282
196 0.307
211108 0.255
66128 0.285
7520 0.33
196 0.293
260560 0.325
10384 0.277
196 0.379
275248 0.275
235752 0.311
10568 0.404
200 0.224
237720 0.249
214456 0.328
194516 0.346
3724 0.424
196 0.279
42960 0.286
194484 0.36
4184 0.228
192 0.439
24740 0.279
180652 0.28
17620 0.257
4212 0.216
200 0.361
172340 0.321
9536 0.354
196 0.293
3880 0.242
174988 0.304
61784 0.302
3860 0.369
196 0.312
167416 0.265
36324 0.258
196 0.366
5200 0.275
213528 0.307
5312 0.269
2744 0.266
196 0.244
200176 0.296
41392 0.33
5088 0.349
192 0.286
187328 0.285
20516 0.357
4252 0.278
192 0.295
217412 0.401
21844 0.342
3884 0.297
196 0.245
212504 0.377
16896 0.362
196 0.194
3808 0.263
202472 0.383
58768 0.383
4052 0.258
192 0.207
180848 0.327
3428 0.217
196 0.244
39340 0.252
191324 0.298
79764 0.359
4688 0.207
192 0.326
189208 0.359
75540 0.356
4416 0.253
196 0.36
200416 0.345
50200 0.323
120216 0.434
5232 0.28
196 0.285
117412 0.325
5968 0.333
196 0.237
191872 0.305
196 0.264
4916 0.354
104504 0.337
239956 0.262
196 0.367
4144 0.228
10984 0.212
221672 0.246
7012 0.248
196 0.319
111020 0.322
258068 0.286
4104 0.278
229108 0.299
54424 0.299
45136 0.299
4612 0.369
192 0.312
192 0.286
282476 0.692
30532 0.692
192 0.426
4504 0.303
279908 0.609
33552 0.539
5200 0.286
196 0.458
225372 0.517
58768 0.488
196 0.392
7980 0.312
183268 0.473
113916 0.286
6124 0.422
196 0.26
223668 0.299
92072 0.262
5716 0.395
192 0.399
216936 0.131
150116 0.22
6376 0.293
192 0.313
203092 0.368
110172 0.247
192 0.4
6508 0.304
116812 0.311
218724 0.201
251404 0.317
196 0.508
5968 0.407
196 0.378
7444 0.33
177504 0.664
227044 0.608
8440 0.595
192 0.345
211656 0.401
177148 0.374
9980 0.477
299864 0.369
196 0.353
132152 0.325
305780 0.19
231096 0.27
7872 0.299
200 0.294
196 0.297
6888 0.304
67456 0.266
201708 0.234
10076 0.351
200 0.333
411484 0.302
207556 0.295
7816 0.327
192 0.272
79040 0.401
192848 0.421
66856 0.286
7196 0.312
200 0.22
36324 0.336
196 0.358
6588 0.353
241444 0.318
73372 0.237
196 0.256
6292 0.231
189704 0.243
124652 0.255
192 0.262
8240 0.198
214788 0.225
68304 0.287
196 0.277
5996 0.288
148084 0.344
60216 0.297
160232 0.285
196 0.268
3868 0.205
3768 0.232
196 0.303
42240 0.263
192 0.354
157280 0.336
3616 0.279
29084 0.343
172432 0.343
196 0.327
3004 0.325
54548 0.405
183476 0.405
196 0.224
4116 0.335
42116 0.405
189896 0.406
4036 0.337
196 0.287
50204 0.356
210972 0.328
192 0.347
5004 0.275
70352 0.333
228208 0.367
153016 0.369
259176 0.309
192 0.237
4684 0.315
7828 0.279
196 0.293
257872 0.254
230472 0.269
239896 0.363
9532 0.362
192 0.235
213388 0.402
84108 0.247
200 0.299
8172 0.305
155352 0.225
79164 0.361
7448 0.311
192 0.256
189360 0.401
149992 0.26
7688 0.208
196 0.321
142380 0.266
5712 0.278
192 0.5
64688 0.254
234680 0.227
7620 0.256
196 0.293
243520 0.37
196 0.44
10528 0.709
163152 0.476
10420 0.399
196 0.391
161576 0.433
142800 0.453
196 0.375
257996 0.507
10132 0.282
227568 0.416
196 0.287
10984 0.399
3660 0.448
242476 0.394
189868 0.397
196 0.27
105232 0.448
7940 0.375
191992 0.474
56596 0.474
196 0.307
5716 0.346
206008 0.44
35728 0.4
196 0.238
4052 0.27
211116 0.343
40668 0.369
196 0.351
4040 0.27
192848 0.332
39348 0.358
192 0.408
4228 0.321
166088 0.356
4516 0.238
31256 0.385
196 0.386
179312 0.331
35004 0.4
196 0.426
5080 0.261
190184 0.342
40668 0.348
196 0.263
4764 0.364
209836 0.402
41520 0.316
196 0.248
5836 0.436
212804 0.368
84108 0.251
196 0.304
208628 0.337
6492 0.422
7408 0.414
74824 0.399
196 0.355
228104 0.422
6880 0.325
73248 0.437
232444 0.429
200 0.275
9256 0.295
157360 0.329
174280 0.28
200 0.392
9984 0.278
118860 0.392
155984 0.411
196 0.344
10548 0.288
196 0.258
7860 0.28
196 0.299
196 0.305
5540 0.35
229208 0.422
10264 0.42
196 0.404
196 0.391
9876 0.263
8712 0.353
192 0.281
196 0.308
5916 0.332
192 0.379
6308 0.373
196 0.341
5240 0.354
6820 0.331
196 0.35
6400 0.345
196 0.266
196 0.383
4228 0.399
5812 0.336
196 0.364
196 0.353
4756 0.308
204824 0.244
206336 0.428
196 0.34
6132 0.234
192 0.263
6328 0.34
200 0.37
5868 0.36
196 0.265
8088 0.313
5452 0.27
192 0.341
196 0.333
5916 0.264
170764 0.434
10732 0.312
196 0.344
7104 0.236
42116 0.42
196 0.419
6860 0.338
82792 0.293
181936 0.233
476 0.373
9840 0.283
2956 0.246
196 0.326
200268 0.298
3496 0.35
196 0.256
316800 0.265
16172 0.263
96416 0.317
7168 0.354
200 0.419
187152 0.317
196 0.352
63232 0.45
7040 0.27
184276 0.426
78316 0.29
5644 0.377
196 0.395
233404 0.325
7940 0.363
192 0.293
88572 0.36
204836 0.363
6616 0.343
196 0.321
191224 0.387
56596 0.387
7552 0.348
192 0.295
69748 0.337
202064 0.481
7644 0.311
243452 0.686
196 0.277
52976 0.476
11304 0.263
206588 0.46
192 0.336
210200 0.361
8532 0.303
91348 0.301
192 0.375
205604 0.271
189236 0.356
8052 0.322
102332 0.244
192 0.249
7336 0.327
217328 0.423
196 0.219
185548 0.36
5340 0.231
9656 0.32
196 0.39
156104 0.318
192 0.328
8224 0.204
203508 0.105
200 0.248
261608 0.325
11000 0.328
273504 0.28
273076 0.226
13084 0.273
196 0.236
267428 0.303
13408 0.287
175452 0.266
192 0.316
169704 0.266
86280 0.299
196 0.437
6480 0.233
189672 0.338
69748 0.445
6640 0.362
196 0.348
211492 0.496
8124 0.45
87728 0.375
200 0.3
221516 0.321
9136 0.343
168212 0.332
196 0.306
190384 0.287
192 0.32
6068 0.375
94244 0.421
189040 0.402
6700 0.273
66852 0.417
185808 0.361
196 0.281
6556 0.291
189212 0.284
173704 0.321
192 0.316
5612 0.257
96416 0.331
198400 0.315
192 0.276
4020 0.327
196 0.392
62508 0.381
248968 0.375
211364 0.371
5180 0.416
196 0.48
47908 0.424
4900 0.439
192 0.317
42964 0.388
191228 0.339
2760 0.419
46460 0.307
192 0.27
167860 0.342
3700 0.323
66132 0.335
196 0.412
343072 0.332
81936 0.207
7420 0.468
196 0.239
270780 0.193
137808 0.26
9492 0.366
196 0.292
296796 0.257
127548 0.415
10732 0.323
196 0.412
296812 0.316
130568 0.323
12128 0.321
192 0.37
292124 0.355
12008 0.337
196 0.66
115240 0.316
175980 0.352
7924 0.343
104504 0.427
192 0.374
8312 0.511
192 0.272
159404 0.336
152064 0.369
5624 0.433
45860 0.373
176836 0.396
196 0.304
78440 0.325
196 0.288
7408 0.282
186848 0.327
220948 0.367
7036 0.267
196 0.36
194188 0.34
132016 0.308
7572 0.328
196 0.246
197156 0.352
92796 0.202
192 0.274
6736 0.373
194296 0.191
29208 0.256
5344 0.258
192 0.318
214652 0.294
7340 0.217
76868 0.388
219372 0.393
196 0.333
7748 0.34
130568 0.376
219020 0.405
200 0.359
198940 0.413
196 0.297
5628 0.308
55148 0.385
42964 0.245
200 0.255
5888 0.349
176668 0.248
5976 0.243
90624 0.265
200 0.32
191896 0.374
6520 0.251
84232 0.433
196 0.364
222908 0.368
84108 0.227
192 0.346
4292 0.361
227164 0.341
53824 0.344
4020 0.388
192 0.386
228480 0.283
192 0.324
3460 0.362
37772 0.277
211768 0.251
41516 0.269
243824 0.315
196 0.327
3516 0.339
3892 0.337
44288 0.301
194496 0.277
192 0.395
82060 0.319
227780 0.375
4260 0.295
192 0.308
4796 0.329
196 0.258
213844 0.155
196 0.366
5480 0.339
60340 0.36
225200 0.429
91476 0.34
7096 0.28
200 0.363
187976 0.342
7392 0.417
106552 0.23
196 0.234
213392 0.206
74096 0.376
5452 0.331
200 0.309
201772 0.283
6388 0.268
62388 0.289
196 0.315
228680 0.244
9980 0.318
126228 0.231
196 0.272
196968 0.276
196 0.313
9132 0.345
76868 0.341
263304 0.344
11588 0.332
153740 0.335
192 0.395
246156 0.334
217524 0.397
12824 0.269
122480 0.41
196 0.339
87132 0.284
6112 0.415
200 0.249
191880 0.309
178228 0.274
7764 0.32
192 0.395
185144 0.274
4608 0.325
196 0.352
215092 0.419
46588 0.488
52252 0.382
6052 0.434
196 0.308
199696 0.328
28488 0.329
192 0.393
3848 0.324
231704 0.282
4240 0.353
45012 0.152
192 0.404
204728 0.152
4028 0.321
192 0.262
190704 0.887
25464 0.593
192 0.276
3812 0.384
202160 0.537
47312 0.399
6340 0.271
196 0.263
162848 0.355
4636 0.295
24740 0.312
196 0.25
181600 0.319
192 0.263
5904 0.243
44416 0.483
164088 0.46
6124 0.26
196 0.354
90624 0.361
190864 0.361
171492 0.317
192 0.307
6312 0.273
42244 0.228
6196 0.401
192 0.325
100892 0.327
207724 0.357
68180 0.428
196 0.357
6408 0.281
205440 0.474
103064 0.311
7108 0.384
192 0.306
225012 0.409
65412 0.34
6556 0.341
196 0.458
